Var1,Var2,Freq
MONDO:0006653,ICD10CM:J60,7
MONDO:0006654,ICD10CM:J60,7
MONDO:0016466,ICD10CM:J61,7
MONDO:0005960,ICD10CM:J62.8,7
MONDO:0015926,ICD10CM:J64,7
MONDO:0000265,ICD10CM:J69.0,7
MONDO:0006932,ICD10CM:J81.1,7
MONDO:0019122,ICD10CM:J82,7
MONDO:0001437,ICD10CM:J84.01,7
MONDO:0001438,ICD10CM:J84.10,7
MONDO:0008345,ICD10CM:J84.112,7
MONDO:0009887,ICD10CM:J84.115,7
MONDO:0009887,ICD10CM:J84.117,7
MONDO:0000744,ICD10CM:J85.2,7
MONDO:0006783,ICD10CM:J94.2,7
MONDO:0005728,ICD10CM:J98.6,7
MONDO:0008797,ICD10CM:K00.0,7
MONDO:0018849,ICD10CM:K00.5,7
MONDO:0005276,ICD10CM:K02.9,7
MONDO:0002325,ICD10CM:K03.2,7
MONDO:0001670,ICD10CM:K03.3,7
MONDO:0001988,ICD10CM:K03.3,7
MONDO:0004508,ICD10CM:K04.5,7
MONDO:0002508,ICD10CM:K05.10,7
MONDO:0002635,ICD10CM:K05.6,7
MONDO:0006969,ICD10CM:K11.20,7
MONDO:0001598,ICD10CM:K11.8,7
MONDO:0006864,ICD10CM:K11.8,7
MONDO:0019191,ICD10CM:K11.8,7
MONDO:0004842,ICD10CM:K12.1,7
MONDO:0004848,ICD10CM:K12.1,7
MONDO:0006723,ICD10CM:K12.1,7
MONDO:0000741,ICD10CM:K13.0,7
MONDO:0002102,ICD10CM:K13.0,7
MONDO:0004748,ICD10CM:K13.0,7
MONDO:0007313,ICD10CM:K13.0,7
MONDO:0022096,ICD10CM:K13.4,7
MONDO:0001165,ICD10CM:K14.9,7
MONDO:0001409,ICD10CM:K20.9,7
MONDO:0007186,ICD10CM:K21.9,7
MONDO:0003749,ICD10CM:K22.9,7
MONDO:0001469,ICD10CM:K31.2,7
MONDO:0001775,ICD10CM:K31.5,7
MONDO:0002688,ICD10CM:K31.5,7
MONDO:0005649,ICD10CM:K37,7
MONDO:0000709,ICD10CM:K52.9,7
MONDO:0002269,ICD10CM:K52.9,7
MONDO:0005292,ICD10CM:K52.9,7
MONDO:0000701,ICD10CM:K55.9,7
MONDO:0004568,ICD10CM:K56.0,7
MONDO:0004565,ICD10CM:K56.60,7
MONDO:0004565,ICD10CM:K56.69,7
MONDO:0005052,ICD10CM:K58.9,7
MONDO:0005538,ICD10CM:K62.89,7
MONDO:0001548,ICD10CM:K72.91,7
MONDO:0005155,ICD10CM:K74.60,7
MONDO:0001788,ICD10CM:K76.1,7
MONDO:0001787,ICD10CM:K76.3,7
MONDO:0005154,ICD10CM:K76.9,7
MONDO:0005281,ICD10CM:K82.9,7
MONDO:0004982,ICD10CM:K85.9,7
MONDO:0004566,ICD10CM:K91.1,7
MONDO:0004592,ICD10CM:L01.00,7
MONDO:0002052,ICD10CM:L04.9,7
MONDO:0006594,ICD10CM:L10.9,7
MONDO:0006525,ICD10CM:L23.9,7
MONDO:0006564,ICD10CM:L24.9,7
MONDO:0005480,ICD10CM:L25.9,7
MONDO:0006570,ICD10CM:L28.0,7
MONDO:0004591,ICD10CM:L40.1,7
MONDO:0005083,ICD10CM:L40.9,7
MONDO:0006572,ICD10CM:L43.9,7
MONDO:0007448,ICD10CM:L50.3,7
MONDO:0005492,ICD10CM:L50.9,7
MONDO:0002884,ICD10CM:L60.9,7
MONDO:0019080,ICD10CM:L63.0,7
MONDO:0008757,ICD10CM:L63.1,7
MONDO:0005340,ICD10CM:L63.9,7
MONDO:0006604,ICD10CM:L71.9,7
MONDO:0006580,ICD10CM:L74.3,7
MONDO:0006527,ICD10CM:L74.4,7
MONDO:0006560,ICD10CM:L74.4,7
MONDO:0006615,ICD10CM:L74.9,7
MONDO:0006610,ICD10CM:L90.9,7
MONDO:0004670,ICD10CM:L93.0,7
MONDO:0019561,ICD10CM:L93.2,7
MONDO:0019562,ICD10CM:L94.0,7
MONDO:0011959,ICD10CM:L98.2,7
MONDO:0019547,ICD10CM:L98.3,7
MONDO:0015665,ICD10CM:L98.5,7
MONDO:0007603,ICD10CM:M05.00,7
MONDO:0019355,ICD10CM:M06.1,7
MONDO:0008383,ICD10CM:M06.9,7
MONDO:0001629,ICD10CM:M12.00,7
MONDO:0001332,ICD10CM:M12.30,7
MONDO:0006816,ICD10CM:M12.9,7
MONDO:0005578,ICD10CM:M19.90,7
MONDO:0006816,ICD10CM:M19.90,7
MONDO:0006816,ICD10CM:M25.9,7
MONDO:0006770,ICD10CM:M27.1,7
MONDO:0007315,ICD10CM:M27.8,7
MONDO:0015943,ICD10CM:M30.1,7
MONDO:0012727,ICD10CM:M30.3,7
MONDO:0018896,ICD10CM:M31.1,7
MONDO:0012105,ICD10CM:M31.30,7
MONDO:0018227,ICD10CM:M31.8,7
MONDO:0016474,ICD10CM:M32.0,7
MONDO:0016367,ICD10CM:M33.90,7
MONDO:0019563,ICD10CM:M34.1,7
MONDO:0002047,ICD10CM:M34.81,7
MONDO:0007191,ICD10CM:M35.2,7
MONDO:0019735,ICD10CM:M35.3,7
MONDO:0008410,ICD10CM:M42.00,7
MONDO:0005541,ICD10CM:M43.00,7
MONDO:0008475,ICD10CM:M43.10,7
MONDO:0003956,ICD10CM:M48.20,7
MONDO:0002959,ICD10CM:M54.10,7
MONDO:0005336,ICD10CM:M62.9,7
MONDO:0006721,ICD10CM:M65.4,7
MONDO:0002471,ICD10CM:M71.9,7
MONDO:0004833,ICD10CM:M72.2,7
MONDO:0004830,ICD10CM:M72.9,7
MONDO:0001042,ICD10CM:M76.50,7
MONDO:0002209,ICD10CM:M77.30,7
MONDO:0002183,ICD10CM:M77.9,7
MONDO:0004857,ICD10CM:M77.9,7
MONDO:0006898,ICD10CM:M77.9,7
MONDO:0006591,ICD10CM:M79.3,7
MONDO:0002185,ICD10CM:M89.30,7
MONDO:0005381,ICD10CM:M89.9,7
MONDO:0002342,ICD10CM:M94.20,7
MONDO:0005569,ICD10CM:M94.9,7
MONDO:0005376,ICD10CM:N03.2,7
MONDO:0001166,ICD10CM:N08,7
MONDO:0002462,ICD10CM:N08,7
MONDO:0005240,ICD10CM:N08,7
MONDO:0001110,ICD10CM:N11.9,7
MONDO:0006938,ICD10CM:N12,7
MONDO:0006939,ICD10CM:N12,7
MONDO:0005510,ICD10CM:N13.30,7
MONDO:0006007,ICD10CM:N13.70,7
MONDO:0003330,ICD10CM:N13.9,7
MONDO:0006939,ICD10CM:N16,7
MONDO:0006637,ICD10CM:N17.0,7
MONDO:0001106,ICD10CM:N19,7
MONDO:0007008,ICD10CM:N19,7
MONDO:0008171,ICD10CM:N20.2,7
MONDO:0001270,ICD10CM:N21.0,7
MONDO:0006678,ICD10CM:N21.0,7
MONDO:0004826,ICD10CM:N21.1,7
MONDO:0001909,ICD10CM:N25.89,7
MONDO:0006044,ICD10CM:N26.9,7
MONDO:0004840,ICD10CM:N28.1,7
MONDO:0005240,ICD10CM:N28.9,7
MONDO:0006026,ICD10CM:N32.9,7
MONDO:0001730,ICD10CM:N34.3,7
MONDO:0004184,ICD10CM:N36.9,7
MONDO:0005280,ICD10CM:N41.9,7
MONDO:0003105,ICD10CM:N42.9,7
MONDO:0005372,ICD10CM:N46.9,7
MONDO:0006904,ICD10CM:N47.1,7
MONDO:0004745,ICD10CM:N48.30,7
MONDO:0004767,ICD10CM:N49.0,7
MONDO:0001497,ICD10CM:N50.1,7
MONDO:0001571,ICD10CM:N62,7
MONDO:0002657,ICD10CM:N64.9,7
MONDO:0001171,ICD10CM:N70.03,7
MONDO:0001474,ICD10CM:N70.13,7
MONDO:0003619,ICD10CM:N70.91,7
MONDO:0006877,ICD10CM:N70.92,7
MONDO:0001172,ICD10CM:N70.93,7
MONDO:0001786,ICD10CM:N71.9,7
MONDO:0000922,ICD10CM:N73.9,7
MONDO:0007019,ICD10CM:N76.0,7
MONDO:0007018,ICD10CM:N76.2,7
MONDO:0001282,ICD10CM:N80.2,7
MONDO:0002654,ICD10CM:N85.9,7
MONDO:0001938,ICD10CM:N90.4,7
MONDO:0006248,ICD10CM:O01.0,7
MONDO:0016785,ICD10CM:O01.0,7
MONDO:0016786,ICD10CM:O01.1,7
MONDO:0006248,ICD10CM:O01.9,7
MONDO:0018221,ICD10CM:P56.0,7
MONDO:0015193,ICD10CM:P83.2,7
MONDO:0009072,ICD10CM:Q03.1,7
MONDO:0016349,ICD10CM:Q03.9,7
MONDO:0016344,ICD10CM:Q04.3,7
MONDO:0020357,ICD10CM:Q10.3,7
MONDO:0019809,ICD10CM:Q23.1,7
MONDO:0001298,ICD10CM:Q23.3,7
MONDO:0008504,ICD10CM:Q25.3,7
MONDO:0015987,ICD10CM:Q26.8,7
MONDO:0007879,ICD10CM:Q31.8,7
MONDO:0020110,ICD10CM:Q33.3,7
MONDO:0019508,ICD10CM:Q38.0,7
MONDO:0018962,ICD10CM:Q43.3,7
MONDO:0008867,ICD10CM:Q44.2,7
MONDO:0018805,ICD10CM:Q44.4,7
MONDO:0007318,ICD10CM:Q44.7,7
MONDO:0005345,ICD10CM:Q54.9,7
MONDO:0015268,ICD10CM:Q61.5,7
MONDO:0018921,ICD10CM:Q61.9,7
MONDO:0019640,ICD10CM:Q64.2,7
MONDO:0007340,ICD10CM:Q74.0,7
MONDO:0001029,ICD10CM:Q76.1,7
MONDO:0007793,ICD10CM:Q77.4,7
MONDO:0018919,ICD10CM:Q78.1,7
MONDO:0002933,ICD10CM:Q78.2,7
MONDO:0008145,ICD10CM:Q78.4,7
MONDO:0013808,ICD10CM:Q78.4,7
MONDO:0005516,ICD10CM:Q78.9,7
MONDO:0007032,ICD10CM:Q79.4,7
MONDO:0008262,ICD10CM:Q79.8,7
MONDO:0010631,ICD10CM:Q82.3,7
MONDO:0008094,ICD10CM:Q82.5,7
MONDO:0019319,ICD10CM:Q82.5,7
MONDO:0008218,ICD10CM:Q82.8,7
MONDO:0010002,ICD10CM:Q82.8,7
MONDO:0016175,ICD10CM:Q82.8,7
MONDO:0008280,ICD10CM:Q85.8,7
MONDO:0008501,ICD10CM:Q85.8,7
MONDO:0008667,ICD10CM:Q85.8,7
MONDO:0007041,ICD10CM:Q87.0,7
MONDO:0008006,ICD10CM:Q87.0,7
MONDO:0008675,ICD10CM:Q87.0,7
MONDO:0009046,ICD10CM:Q87.0,7
MONDO:0007732,ICD10CM:Q87.2,7
MONDO:0007864,ICD10CM:Q87.2,7
MONDO:0008061,ICD10CM:Q87.2,7
MONDO:0008642,ICD10CM:Q87.2,7
MONDO:0010121,ICD10CM:Q87.2,7
MONDO:0019188,ICD10CM:Q87.2,7
MONDO:0007947,ICD10CM:Q87.40,7
MONDO:0015229,ICD10CM:Q87.89,7
MONDO:0008608,ICD10CM:Q90.9,7
MONDO:0019499,ICD10CM:Q96.9,7
MONDO:0010383,ICD10CM:Q99.2,7
MONDO:0001076,ICD10CM:R73.03,7
MONDO:0043836,ICD9CM:015.00,7
MONDO:0001353,ICD9CM:033.1,7
MONDO:0005609,ICD9CM:053,7
MONDO:0004609,ICD9CM:054,7
MONDO:0005770,ICD9CM:054.1,7
MONDO:0005634,ICD9CM:077.4,7
MONDO:0005647,ICD9CM:078.11,7
MONDO:0004277,ICD9CM:098,7
MONDO:0005825,ICD9CM:100.9,7
MONDO:0004678,ICD9CM:110,7
MONDO:0001405,ICD9CM:110.3,7
MONDO:0001461,ICD9CM:110.5,7
MONDO:0042233,ICD9CM:112.5,7
MONDO:0018312,ICD9CM:115.9,7
MONDO:0021063,ICD9CM:153,7
MONDO:0002352,ICD9CM:161,7
MONDO:0005012,ICD9CM:172,7
MONDO:0001187,ICD9CM:188,7
MONDO:0001607,ICD9CM:202.46,7
MONDO:0000646,ICD9CM:220,7
MONDO:0004126,ICD9CM:245,7
MONDO:0005015,ICD9CM:250,7
MONDO:0012819,ICD9CM:250.1,7
MONDO:0006626,ICD9CM:250.6,7
MONDO:0000960,ICD9CM:250.7,7
MONDO:0002053,ICD9CM:251.0,7
MONDO:0001223,ICD9CM:252,7
MONDO:0015898,ICD9CM:255.2,7
MONDO:0008234,ICD9CM:258.02,7
MONDO:0019222,ICD9CM:270.4,7
MONDO:0007761,ICD9CM:272.1,7
MONDO:0009387,ICD9CM:272.3,7
MONDO:0001822,ICD9CM:272.5,7
MONDO:0009061,ICD9CM:277.0,7
MONDO:0019142,ICD9CM:277.1,7
MONDO:0008919,ICD9CM:277.81,7
MONDO:0001638,ICD9CM:281.4,7
MONDO:0017319,ICD9CM:282.1,7
MONDO:0011399,ICD9CM:282.43,7
MONDO:0003689,ICD9CM:282.9,7
MONDO:0004805,ICD9CM:288,7
MONDO:0001475,ICD9CM:288.0,7
MONDO:0001475,ICD9CM:288.00,7
MONDO:0003699,ICD9CM:300.20,7
MONDO:0044144,ICD9CM:300.21,7
MONDO:0005180,ICD9CM:332,7
MONDO:0044811,ICD9CM:333.6,7
MONDO:0043537,ICD9CM:339.00,7
MONDO:0005475,ICD9CM:346.0,7
MONDO:0011847,ICD9CM:346.1,7
MONDO:0019371,ICD9CM:347.00,7
MONDO:0004884,ICD9CM:360.40,7
MONDO:0005266,ICD9CM:362.0,7
MONDO:0005150,ICD9CM:362.50,7
MONDO:0005041,ICD9CM:365,7
MONDO:0015486,ICD9CM:371.6,7
MONDO:0004785,ICD9CM:373.0,7
MONDO:0000728,ICD9CM:374.3,7
MONDO:0000948,ICD9CM:375.15,7
MONDO:0003608,ICD9CM:377.1,7
MONDO:0002776,ICD9CM:380,7
MONDO:0004795,ICD9CM:380.10,7
MONDO:0001213,ICD9CM:381.1,7
MONDO:0005975,ICD9CM:382,7
MONDO:0001234,ICD9CM:385.1,7
MONDO:0007972,ICD9CM:386.0,7
MONDO:0002008,ICD9CM:386.3,7
MONDO:0005349,ICD9CM:387,7
MONDO:0043765,ICD9CM:388.01,7
MONDO:0043303,ICD9CM:388.42,7
MONDO:0005365,ICD9CM:389,7
MONDO:0001134,ICD9CM:401,7
MONDO:0001302,ICD9CM:402.9,7
MONDO:0001304,ICD9CM:403.1,7
MONDO:0001200,ICD9CM:405,7
MONDO:0001646,ICD9CM:405.1,7
MONDO:0001200,ICD9CM:405.9,7
MONDO:0004781,ICD9CM:410,7
MONDO:0004781,ICD9CM:410.9,7
MONDO:0004994,ICD9CM:425,7
MONDO:0006727,ICD9CM:428.3,7
MONDO:0013792,ICD9CM:431,7
MONDO:0016820,ICD9CM:437.5,7
MONDO:0008538,ICD9CM:446.5,7
MONDO:0043494,ICD9CM:447.6,7
MONDO:0004872,ICD9CM:455,7
MONDO:0011786,ICD9CM:477,7
MONDO:0005607,ICD9CM:491,7
MONDO:0004784,ICD9CM:493.0,7
MONDO:0002429,ICD9CM:516.3,7
MONDO:0009887,ICD9CM:516.34,7
MONDO:0015264,ICD9CM:516.36,7
MONDO:0009887,ICD9CM:516.37,7
MONDO:0008797,ICD9CM:520.0,7
MONDO:0001268,ICD9CM:523.24,7
MONDO:0043237,ICD9CM:529.6,7
MONDO:0001409,ICD9CM:530.1,7
MONDO:0001126,ICD9CM:531,7
MONDO:0004627,ICD9CM:535.6,7
MONDO:0043465,ICD9CM:536.0,7
MONDO:0001318,ICD9CM:536.9,7
MONDO:0005101,ICD9CM:556,7
MONDO:0001273,ICD9CM:564.7,7
MONDO:0004694,ICD9CM:573.5,7
MONDO:0012672,ICD9CM:574,7
MONDO:0043994,ICD9CM:575.0,7
MONDO:0005377,ICD9CM:581,7
MONDO:0003529,ICD9CM:590.1,7
MONDO:0008171,ICD9CM:592,7
MONDO:0006032,ICD9CM:595,7
MONDO:0005280,ICD9CM:601,7
MONDO:0004778,ICD9CM:604,7
MONDO:0002263,ICD9CM:629.9,7
MONDO:0043762,ICD9CM:633.1,7
MONDO:0006570,ICD9CM:697,7
MONDO:0002884,ICD9CM:703,7
MONDO:0006615,ICD9CM:705,7
MONDO:0004605,ICD9CM:707,7
MONDO:0006816,ICD9CM:716.9,7
MONDO:0002183,ICD9CM:726.9,7
MONDO:0043606,ICD9CM:733.10,7
MONDO:0005293,ICD9CM:734,7
MONDO:0020453,ICD9CM:747.42,7
MONDO:0008482,ICD9CM:755.52,7
MONDO:0000839,ICD9CM:759.9,7
MONDO:0001791,ICD9CM:771.82,7
MONDO:0006760,ICD9CM:773.2,7
MONDO:0043519,ICD9CM:949.0,7
MONDO:0004001,ICD9CM:958.90,7
MONDO:0005044,ICD9CM:997.91,7
MONDO:0043606,ICD9CM:V13.51,7
MONDO:0000827,ICD10CM:A02.9,6
MONDO:0019345,ICD10CM:A03.9,6
MONDO:0015474,ICD10CM:A07.2,6
MONDO:0006039,ICD10CM:A09,6
MONDO:0021953,ICD10CM:A15.0,6
MONDO:0043314,ICD10CM:A31.1,6
MONDO:0020590,ICD10CM:A31.9,6
MONDO:0005373,ICD10CM:A39.9,6
MONDO:0004911,ICD10CM:A52.00,6
MONDO:0040923,ICD10CM:A52.8,6
MONDO:0030720,ICD10CM:A59.01,6
MONDO:0005647,ICD10CM:A63.0,6
MONDO:0021681,ICD10CM:A64,6
MONDO:0006009,ICD10CM:A86,6
MONDO:0001449,ICD10CM:A87.2,6
MONDO:0043653,ICD10CM:B00.1,6
MONDO:0005883,ICD10CM:B02.30,6
MONDO:0006619,ICD10CM:B09,6
MONDO:0006011,ICD10CM:B19.9,6
MONDO:0024354,ICD10CM:B25.0,6
MONDO:0005132,ICD10CM:B25.9,6
MONDO:0043541,ICD10CM:B30.9,6
MONDO:0023161,ICD10CM:B33.22,6
MONDO:0023164,ICD10CM:B33.23,6
MONDO:0005200,ICD10CM:B33.24,6
MONDO:0043479,ICD10CM:B34.0,6
MONDO:0005740,ICD10CM:B34.1,6
MONDO:0005747,ICD10CM:B34.1,6
MONDO:0000242,ICD10CM:B35.0,6
MONDO:0000239,ICD10CM:B48.8,6
MONDO:0006001,ICD10CM:B65.0,6
MONDO:0024271,ICD10CM:B82.0,6
MONDO:0003472,ICD10CM:B85.2,6
MONDO:0020920,ICD10CM:B96.20,6
MONDO:0004682,ICD10CM:C06.2,6
MONDO:0044743,ICD10CM:C08.9,6
MONDO:0004473,ICD10CM:C10.1,6
MONDO:0021315,ICD10CM:C11.9,6
MONDO:0004637,ICD10CM:C13.1,6
MONDO:0007576,ICD10CM:C15.9,6
MONDO:0000405,ICD10CM:C21.1,6
MONDO:0004721,ICD10CM:C22.0,6
MONDO:0021321,ICD10CM:C24.0,6
MONDO:0000376,ICD10CM:C39.9,6
MONDO:0005055,ICD10CM:C46.9,6
MONDO:0002087,ICD10CM:C48.2,6
MONDO:0019210,ICD10CM:C4A.9,6
MONDO:0021309,ICD10CM:C53.0,6
MONDO:0021112,ICD10CM:C63.2,6
MONDO:0004192,ICD10CM:C68.0,6
MONDO:0021322,ICD10CM:C70.9,6
MONDO:0004709,ICD10CM:C71.4,6
MONDO:0004967,ICD10CM:C91.00,6
MONDO:0019456,ICD10CM:C92.A0,6
MONDO:0020311,ICD10CM:C93.10,6
MONDO:0010643,ICD10CM:C95.00,6
MONDO:0001014,ICD10CM:C95.10,6
MONDO:0000372,ICD10CM:D00.08,6
MONDO:0004725,ICD10CM:D01.2,6
MONDO:0021493,ICD10CM:D10.39,6
MONDO:0021523,ICD10CM:D10.9,6
MONDO:0021492,ICD10CM:D11.9,6
MONDO:0002278,ICD10CM:D12.6,6
MONDO:0021444,ICD10CM:D12.6,6
MONDO:0021469,ICD10CM:D12.9,6
MONDO:0003062,ICD10CM:D13.9,6
MONDO:0021500,ICD10CM:D13.9,6
MONDO:0002354,ICD10CM:D14.1,6
MONDO:0002013,ICD10CM:D18.1,6
MONDO:0000643,ICD10CM:D28.0,6
MONDO:0000647,ICD10CM:D28.1,6
MONDO:0000384,ICD10CM:D30.3,6
MONDO:0021527,ICD10CM:D32.9,6
MONDO:0021497,ICD10CM:D33.0,6
MONDO:0021507,ICD10CM:D33.1,6
MONDO:0006107,ICD10CM:D34,6
MONDO:0000627,ICD10CM:D35.9,6
MONDO:0021443,ICD10CM:D36.0,6
MONDO:0009891,ICD10CM:D45,6
MONDO:0019576,ICD10CM:D47.01,6
MONDO:0003079,ICD10CM:D47.09,6
MONDO:0019025,ICD10CM:D47.09,6
MONDO:0004225,ICD10CM:D47.2,6
MONDO:0004960,ICD10CM:D47.2,6
MONDO:0019088,ICD10CM:D47.Z1,6
MONDO:0001356,ICD10CM:D50.9,6
MONDO:0019402,ICD10CM:D56.1,6
MONDO:0020989,ICD10CM:D56.4,6
MONDO:0020459,ICD10CM:D58.2,6
MONDO:0003689,ICD10CM:D58.9,6
MONDO:0019535,ICD10CM:D59.0,6
MONDO:0015909,ICD10CM:D61.9,6
MONDO:0008737,ICD10CM:D68.2,6
MONDO:0007752,ICD10CM:D68.32,6
MONDO:0020599,ICD10CM:D68.4,6
MONDO:0001531,ICD10CM:D68.9,6
MONDO:0008354,ICD10CM:D69.2,6
MONDO:0008556,ICD10CM:D69.3,6
MONDO:0018048,ICD10CM:D75.82,6
MONDO:0045045,ICD10CM:D80.3,6
MONDO:0006241,ICD10CM:D86.89,6
MONDO:0013730,ICD10CM:D89.813,6
MONDO:0006742,ICD10CM:E01.0,6
MONDO:0006354,ICD10CM:E21.0,6
MONDO:0021132,ICD10CM:E21.2,6
MONDO:0006909,ICD10CM:E23.0,6
MONDO:0009223,ICD10CM:E23.0,6
MONDO:0015898,ICD10CM:E25.9,6
MONDO:0001422,ICD10CM:E26.01,6
MONDO:0015900,ICD10CM:E27.40,6
MONDO:0017169,ICD10CM:E31.20,6
MONDO:0006689,ICD10CM:E34.0,6
MONDO:0007016,ICD10CM:E50.9,6
MONDO:0020696,ICD10CM:E53.8,6
MONDO:0042976,ICD10CM:E53.9,6
MONDO:0024299,ICD10CM:E55.0,6
MONDO:0024298,ICD10CM:E56.9,6
MONDO:0009763,ICD10CM:E66.2,6
MONDO:0019216,ICD10CM:E72.00,6
MONDO:0000351,ICD10CM:E72.19,6
MONDO:0009058,ICD10CM:E72.19,6
MONDO:0009374,ICD10CM:E72.59,6
MONDO:0010008,ICD10CM:E72.59,6
MONDO:0019241,ICD10CM:E72.89,6
MONDO:0004736,ICD10CM:E72.9,6
MONDO:0017689,ICD10CM:E74.10,6
MONDO:0019245,ICD10CM:E75.6,6
MONDO:0009655,ICD10CM:E76.22,6
MONDO:0009656,ICD10CM:E76.22,6
MONDO:0009657,ICD10CM:E76.22,6
MONDO:0009658,ICD10CM:E76.22,6
MONDO:0007761,ICD10CM:E78.1,6
MONDO:0009387,ICD10CM:E78.3,6
MONDO:0001822,ICD10CM:E78.6,6
MONDO:0007745,ICD10CM:E80.4,6
MONDO:0017762,ICD10CM:E83.00,6
MONDO:0006507,ICD10CM:E83.119,6
MONDO:0008705,ICD10CM:E83.39,6
MONDO:0018458,ICD10CM:E83.52,6
MONDO:0007100,ICD10CM:E85.1,6
MONDO:0006040,ICD10CM:E87.2,6
MONDO:0043875,ICD10CM:E88.3,6
MONDO:0045057,ICD10CM:F09,6
MONDO:0001265,ICD10CM:F20.81,6
MONDO:0002009,ICD10CM:F32.9,6
MONDO:0001442,ICD10CM:F34.1,6
MONDO:0003709,ICD10CM:F40.00,6
MONDO:0003699,ICD10CM:F40.9,6
MONDO:0001942,ICD10CM:F41.1,6
MONDO:0008114,ICD10CM:F42,6
MONDO:0001185,ICD10CM:F44.0,6
MONDO:0001159,ICD10CM:F44.81,6
MONDO:0005452,ICD10CM:F50.2,6
MONDO:0001821,ICD10CM:F52.0,6
MONDO:0004258,ICD10CM:F52.31,6
MONDO:0002613,ICD10CM:F60.4,6
MONDO:0001157,ICD10CM:F60.7,6
MONDO:0011662,ICD10CM:F63.0,6
MONDO:0001520,ICD10CM:F63.2,6
MONDO:0013189,ICD10CM:F63.3,6
MONDO:0002420,ICD10CM:F95.9,6
MONDO:0008450,ICD10CM:G03.9,6
MONDO:0044870,ICD10CM:G24.8,6
MONDO:0020800,ICD10CM:G37.9,6
MONDO:0005027,ICD10CM:G40.909,6
MONDO:0023642,ICD10CM:G46.3,6
MONDO:0005466,ICD10CM:G47.10,6
MONDO:0018044,ICD10CM:G47.11,6
MONDO:0021107,ICD10CM:G47.419,6
MONDO:0005937,ICD10CM:G47.52,6
MONDO:0002639,ICD10CM:G52.1,6
MONDO:0023757,ICD10CM:G57.10,6
MONDO:0010884,ICD10CM:G71.02,6
MONDO:0008116,ICD10CM:G71.09,6
MONDO:0018949,ICD10CM:G71.09,6
MONDO:0009710,ICD10CM:G71.12,6
MONDO:0018959,ICD10CM:G71.12,6
MONDO:0018959,ICD10CM:G71.19,6
MONDO:0020481,ICD10CM:G71.19,6
MONDO:0000396,ICD10CM:G80.1,6
MONDO:0000397,ICD10CM:G80.4,6
MONDO:0001294,ICD10CM:G90.2,6
MONDO:0043975,ICD10CM:G90.4,6
MONDO:0004773,ICD10CM:H20.9,6
MONDO:0041775,ICD10CM:H21.81,6
MONDO:0019353,ICD10CM:H35.53,6
MONDO:0044137,ICD10CM:H43.9,6
MONDO:0002003,ICD10CM:H47.10,6
MONDO:0006879,ICD10CM:H47.10,6
MONDO:0003432,ICD10CM:H50.40,6
MONDO:0003432,ICD10CM:H50.9,6
MONDO:0001828,ICD10CM:H53.52,6
MONDO:0005712,ICD10CM:H55.01,6
MONDO:0004866,ICD10CM:H69.90,6
MONDO:0005349,ICD10CM:H80.90,6
MONDO:0044001,ICD10CM:H90.8,6
MONDO:0024422,ICD10CM:H93.25,6
MONDO:0021205,ICD10CM:H93.90,6
MONDO:0021777,ICD10CM:I01.9,6
MONDO:0042967,ICD10CM:I05.9,6
MONDO:0004582,ICD10CM:I09.0,6
MONDO:0006805,ICD10CM:I20.0,6
MONDO:0006021,ICD10CM:I20.1,6
MONDO:0013024,ICD10CM:I27.24,6
MONDO:0019944,ICD10CM:I27.83,6
MONDO:0001493,ICD10CM:I27.9,6
MONDO:0023164,ICD10CM:I30.1,6
MONDO:0000474,ICD10CM:I31.9,6
MONDO:0023232,ICD10CM:I40.1,6
MONDO:0000466,ICD10CM:I44.0,6
MONDO:0000467,ICD10CM:I44.1,6
MONDO:0000468,ICD10CM:I44.2,6
MONDO:0008685,ICD10CM:I45.6,6
MONDO:0002442,ICD10CM:I45.81,6
MONDO:0043475,ICD10CM:I45.9,6
MONDO:0000190,ICD10CM:I49.01,6
MONDO:0005253,ICD10CM:I50.83,6
MONDO:0019018,ICD10CM:I51.81,6
MONDO:0005620,ICD10CM:I68.0,6
MONDO:0043683,ICD10CM:I74.09,6
MONDO:0043576,ICD10CM:I77.6,6
MONDO:0022749,ICD10CM:I78.1,6
MONDO:0001498,ICD10CM:I86.1,6
MONDO:0004634,ICD10CM:I87.9,6
MONDO:0021783,ICD10CM:J02.0,6
MONDO:0020686,ICD10CM:J03.90,6
MONDO:0041850,ICD10CM:J15.6,6
MONDO:0020680,ICD10CM:J21.9,6
MONDO:0024332,ICD10CM:J30.89,6
MONDO:0011786,ICD10CM:J30.9,6
MONDO:0005659,ICD10CM:J31.0,6
MONDO:0006031,ICD10CM:J32.9,6
MONDO:0021404,ICD10CM:J33.8,6
MONDO:0021412,ICD10CM:J33.8,6
MONDO:0021418,ICD10CM:J33.8,6
MONDO:0000261,ICD10CM:J35.02,6
MONDO:0021925,ICD10CM:J40,6
MONDO:0005607,ICD10CM:J42,6
MONDO:0018667,ICD10CM:J86.9,6
MONDO:0020830,ICD10CM:J98.6,6
MONDO:0005486,ICD10CM:K00.0,6
MONDO:0020782,ICD10CM:K05.10,6
MONDO:0009850,ICD10CM:K05.30,6
MONDO:0060768,ICD10CM:K06.8,6
MONDO:0020815,ICD10CM:K09.0,6
MONDO:0001142,ICD10CM:K11.9,6
MONDO:0025028,ICD10CM:K12.1,6
MONDO:0020517,ICD10CM:K13.4,6
