Var1,Var2,Freq
MONDO:0021340,ICD9CM:695.89,4
MONDO:0002985,ICD9CM:696.1,4
MONDO:0005083,ICD9CM:696.1,4
MONDO:0013626,ICD9CM:696.1,4
MONDO:0015597,ICD9CM:696.1,4
MONDO:0016597,ICD9CM:696.1,4
MONDO:0022205,ICD9CM:696.1,4
MONDO:0023297,ICD9CM:696.1,4
MONDO:0024250,ICD9CM:696.5,4
MONDO:0024344,ICD9CM:696.5,4
MONDO:0024345,ICD9CM:696.5,4
MONDO:0024346,ICD9CM:696.5,4
MONDO:0024349,ICD9CM:696.5,4
MONDO:0024350,ICD9CM:696.5,4
MONDO:0005083,ICD9CM:696.8,4
MONDO:0006570,ICD9CM:697.8,4
MONDO:0021739,ICD9CM:698.8,4
MONDO:0021913,ICD9CM:698.8,4
MONDO:0002523,ICD9CM:701.8,4
MONDO:0006610,ICD9CM:701.8,4
MONDO:0008849,ICD9CM:701.8,4
MONDO:0015665,ICD9CM:701.8,4
MONDO:0015808,ICD9CM:701.8,4
MONDO:0016439,ICD9CM:701.8,4
MONDO:0018432,ICD9CM:701.8,4
MONDO:0019581,ICD9CM:701.8,4
MONDO:0021653,ICD9CM:701.8,4
MONDO:0021654,ICD9CM:701.8,4
MONDO:0021655,ICD9CM:701.8,4
MONDO:0005173,ICD9CM:702.19,4
MONDO:0005093,ICD9CM:702.8,4
MONDO:0011959,ICD9CM:702.8,4
MONDO:0015797,ICD9CM:702.8,4
MONDO:0002884,ICD9CM:703.8,4
MONDO:0007867,ICD9CM:703.8,4
MONDO:0007900,ICD9CM:703.8,4
MONDO:0008060,ICD9CM:703.8,4
MONDO:0013592,ICD9CM:703.8,4
MONDO:0003037,ICD9CM:704.09,4
MONDO:0004907,ICD9CM:704.09,4
MONDO:0005339,ICD9CM:704.09,4
MONDO:0006551,ICD9CM:704.09,4
MONDO:0008757,ICD9CM:704.09,4
MONDO:0015261,ICD9CM:704.09,4
MONDO:0018103,ICD9CM:704.09,4
MONDO:0019080,ICD9CM:704.09,4
MONDO:0021208,ICD9CM:704.09,4
MONDO:0022113,ICD9CM:704.09,4
MONDO:0002917,ICD9CM:704.8,4
MONDO:0006552,ICD9CM:704.8,4
MONDO:0007607,ICD9CM:704.8,4
MONDO:0009848,ICD9CM:704.8,4
MONDO:0010908,ICD9CM:704.8,4
MONDO:0016067,ICD9CM:704.8,4
MONDO:0019330,ICD9CM:704.8,4
MONDO:0021013,ICD9CM:704.8,4
MONDO:0023076,ICD9CM:704.8,4
MONDO:0024283,ICD9CM:704.8,4
MONDO:0006615,ICD9CM:705.89,4
MONDO:0007685,ICD9CM:705.89,4
MONDO:0016040,ICD9CM:705.89,4
MONDO:0022171,ICD9CM:705.89,4
MONDO:0023679,ICD9CM:705.89,4
MONDO:0011438,ICD9CM:706.0,4
MONDO:0019266,ICD9CM:706.1,4
MONDO:0021977,ICD9CM:706.1,4
MONDO:0007547,ICD9CM:706.2,4
MONDO:0004605,ICD9CM:707.8,4
MONDO:0006660,ICD9CM:708.8,4
MONDO:0008632,ICD9CM:708.8,4
MONDO:0008633,ICD9CM:708.8,4
MONDO:0018304,ICD9CM:708.8,4
MONDO:0019316,ICD9CM:708.8,4
MONDO:0019945,ICD9CM:708.8,4
MONDO:0021952,ICD9CM:708.8,4
MONDO:0025513,ICD9CM:708.8,4
MONDO:0006778,ICD9CM:709.09,4
MONDO:0007893,ICD9CM:709.09,4
MONDO:0008095,ICD9CM:709.09,4
MONDO:0012669,ICD9CM:709.09,4
MONDO:0014234,ICD9CM:709.09,4
MONDO:0017318,ICD9CM:709.09,4
MONDO:0018311,ICD9CM:709.09,4
MONDO:0019289,ICD9CM:709.09,4
MONDO:0001260,ICD9CM:709.8,4
MONDO:0005093,ICD9CM:709.8,4
MONDO:0006554,ICD9CM:709.8,4
MONDO:0006787,ICD9CM:709.8,4
MONDO:0007446,ICD9CM:709.8,4
MONDO:0008672,ICD9CM:709.8,4
MONDO:0015537,ICD9CM:709.8,4
MONDO:0016849,ICD9CM:709.8,4
MONDO:0017384,ICD9CM:709.8,4
MONDO:0018592,ICD9CM:709.8,4
MONDO:0004803,ICD9CM:710.8,4
MONDO:0009230,ICD9CM:710.8,4
MONDO:0002074,ICD9CM:711.28,4
MONDO:0004471,ICD9CM:711.90,4
MONDO:0004471,ICD9CM:711.91,4
MONDO:0022208,ICD9CM:712.80,4
MONDO:0015347,ICD9CM:713.0,4
MONDO:0019355,ICD9CM:714.2,4
MONDO:0011429,ICD9CM:714.31,4
MONDO:0011429,ICD9CM:714.33,4
MONDO:0008523,ICD9CM:714.89,4
MONDO:0024280,ICD9CM:714.9,4
MONDO:0012894,ICD9CM:715.96,4
MONDO:0006816,ICD9CM:716.80,4
MONDO:0006816,ICD9CM:716.88,4
MONDO:0006816,ICD9CM:716.98,4
MONDO:0004431,ICD9CM:719.18,4
MONDO:0001332,ICD9CM:719.32,4
MONDO:0006816,ICD9CM:719.80,4
MONDO:0019675,ICD9CM:719.80,4
MONDO:0006816,ICD9CM:719.89,4
MONDO:0015241,ICD9CM:719.89,4
MONDO:0006816,ICD9CM:719.98,4
MONDO:0003937,ICD9CM:720.9,4
MONDO:0006728,ICD9CM:722.90,4
MONDO:0005965,ICD9CM:723.0,4
MONDO:0006682,ICD9CM:723.4,4
MONDO:0044753,ICD9CM:724.02,4
MONDO:0005965,ICD9CM:724.09,4
MONDO:0000812,ICD9CM:724.9,4
MONDO:0007028,ICD9CM:726.10,4
MONDO:0001903,ICD9CM:726.11,4
MONDO:0006968,ICD9CM:726.2,4
MONDO:0002471,ICD9CM:727.3,4
MONDO:0002522,ICD9CM:727.89,4
MONDO:0056799,ICD9CM:727.89,4
MONDO:0001468,ICD9CM:727.9,4
MONDO:0024876,ICD9CM:727.9,4
MONDO:0056799,ICD9CM:727.9,4
MONDO:0004323,ICD9CM:728.2,4
MONDO:0007614,ICD9CM:728.2,4
MONDO:0008023,ICD9CM:728.2,4
MONDO:0016128,ICD9CM:728.2,4
MONDO:0005336,ICD9CM:728.3,4
MONDO:0006345,ICD9CM:728.6,4
MONDO:0007476,ICD9CM:728.6,4
MONDO:0004187,ICD9CM:728.79,4
MONDO:0004836,ICD9CM:728.79,4
MONDO:0007865,ICD9CM:728.79,4
MONDO:0009175,ICD9CM:728.89,4
MONDO:0005554,ICD9CM:729.0,4
MONDO:0018783,ICD9CM:729.0,4
MONDO:0005546,ICD9CM:729.1,4
MONDO:0006862,ICD9CM:729.1,4
MONDO:0007827,ICD9CM:729.1,4
MONDO:0016126,ICD9CM:729.1,4
MONDO:0018845,ICD9CM:729.1,4
MONDO:0002122,ICD9CM:729.2,4
MONDO:0018957,ICD9CM:729.2,4
MONDO:0021667,ICD9CM:729.2,4
MONDO:0021677,ICD9CM:729.2,4
MONDO:0021765,ICD9CM:729.2,4
MONDO:0006591,ICD9CM:729.39,4
MONDO:0002081,ICD9CM:729.99,4
MONDO:0016037,ICD9CM:729.99,4
MONDO:0018602,ICD9CM:729.99,4
MONDO:0005246,ICD9CM:730.10,4
MONDO:0005246,ICD9CM:730.28,4
MONDO:0005381,ICD9CM:731.8,4
MONDO:0005380,ICD9CM:732.3,4
MONDO:0003157,ICD9CM:733.09,4
MONDO:0005298,ICD9CM:733.09,4
MONDO:0024650,ICD9CM:733.09,4
MONDO:0024651,ICD9CM:733.09,4
MONDO:0043606,ICD9CM:733.1,4
MONDO:0019372,ICD9CM:733.20,4
MONDO:0000845,ICD9CM:733.29,4
MONDO:0007251,ICD9CM:733.29,4
MONDO:0008429,ICD9CM:733.29,4
MONDO:0008881,ICD9CM:733.29,4
MONDO:0010201,ICD9CM:733.29,4
MONDO:0016071,ICD9CM:733.29,4
MONDO:0016640,ICD9CM:733.29,4
MONDO:0018933,ICD9CM:733.29,4
MONDO:0019665,ICD9CM:733.29,4
MONDO:0005380,ICD9CM:733.41,4
MONDO:0005380,ICD9CM:733.42,4
MONDO:0005380,ICD9CM:733.43,4
MONDO:0005380,ICD9CM:733.44,4
MONDO:0002185,ICD9CM:733.99,4
MONDO:0005381,ICD9CM:733.99,4
MONDO:0005569,ICD9CM:733.99,4
MONDO:0007127,ICD9CM:733.99,4
MONDO:0007414,ICD9CM:733.99,4
MONDO:0010310,ICD9CM:733.99,4
MONDO:0017195,ICD9CM:733.99,4
MONDO:0019125,ICD9CM:733.99,4
MONDO:0023037,ICD9CM:733.99,4
MONDO:0004241,ICD9CM:736.89,4
MONDO:0017194,ICD9CM:736.89,4
MONDO:0005392,ICD9CM:737.43,4
MONDO:0011810,ICD9CM:737.43,4
MONDO:0009567,ICD9CM:742.4,4
MONDO:0010011,ICD9CM:742.4,4
MONDO:0010233,ICD9CM:742.4,4
MONDO:0015094,ICD9CM:742.4,4
MONDO:0016608,ICD9CM:742.4,4
MONDO:0018939,ICD9CM:742.4,4
MONDO:0018946,ICD9CM:742.4,4
MONDO:0020134,ICD9CM:742.4,4
MONDO:0020492,ICD9CM:742.4,4
MONDO:0022349,ICD9CM:742.4,4
MONDO:0008547,ICD9CM:742.59,4
MONDO:0007946,ICD9CM:742.8,4
MONDO:0009124,ICD9CM:742.8,4
MONDO:0015742,ICD9CM:742.8,4
MONDO:0018075,ICD9CM:742.8,4
MONDO:0001476,ICD9CM:743.49,4
MONDO:0019503,ICD9CM:743.49,4
MONDO:0010691,ICD9CM:743.8,4
MONDO:0007500,ICD9CM:744.29,4
MONDO:0011723,ICD9CM:744.89,4
MONDO:0015419,ICD9CM:744.89,4
MONDO:0019508,ICD9CM:744.89,4
MONDO:0018090,ICD9CM:745.19,4
MONDO:0015273,ICD9CM:745.69,4
MONDO:0020290,ICD9CM:745.69,4
MONDO:0002078,ICD9CM:745.8,4
MONDO:0005453,ICD9CM:746.84,4
MONDO:0015661,ICD9CM:746.87,4
MONDO:0018664,ICD9CM:746.87,4
MONDO:0019807,ICD9CM:746.87,4
MONDO:0005453,ICD9CM:746.89,4
MONDO:0015097,ICD9CM:746.89,4
MONDO:0015263,ICD9CM:746.89,4
MONDO:0015449,ICD9CM:746.89,4
MONDO:0015451,ICD9CM:746.89,4
MONDO:0017300,ICD9CM:746.89,4
MONDO:0019819,ICD9CM:746.89,4
MONDO:0020291,ICD9CM:746.89,4
MONDO:0020399,ICD9CM:746.89,4
MONDO:0020429,ICD9CM:746.89,4
MONDO:0020430,ICD9CM:746.89,4
MONDO:0020435,ICD9CM:746.89,4
MONDO:0015197,ICD9CM:747.29,4
MONDO:0009934,ICD9CM:747.49,4
MONDO:0011089,ICD9CM:747.49,4
MONDO:0015987,ICD9CM:747.49,4
MONDO:0019829,ICD9CM:747.49,4
MONDO:0019830,ICD9CM:747.49,4
MONDO:0020442,ICD9CM:747.49,4
MONDO:0020445,ICD9CM:747.49,4
MONDO:0020451,ICD9CM:747.49,4
MONDO:0020452,ICD9CM:747.49,4
MONDO:0012016,ICD9CM:747.69,4
MONDO:0024239,ICD9CM:747.89,4
MONDO:0015237,ICD9CM:748.1,4
MONDO:0015392,ICD9CM:748.1,4
MONDO:0015414,ICD9CM:748.1,4
MONDO:0007876,ICD9CM:748.3,4
MONDO:0007878,ICD9CM:748.3,4
MONDO:0007879,ICD9CM:748.3,4
MONDO:0008888,ICD9CM:748.3,4
MONDO:0010148,ICD9CM:748.3,4
MONDO:0011340,ICD9CM:748.3,4
MONDO:0015395,ICD9CM:748.3,4
MONDO:0016530,ICD9CM:748.3,4
MONDO:0019804,ICD9CM:748.3,4
MONDO:0009936,ICD9CM:748.5,4
MONDO:0020110,ICD9CM:748.5,4
MONDO:0001880,ICD9CM:750.19,4
MONDO:0001044,ICD9CM:750.3,4
MONDO:0007577,ICD9CM:750.3,4
MONDO:0019620,ICD9CM:750.4,4
MONDO:0009944,ICD9CM:750.7,4
MONDO:0016041,ICD9CM:750.7,4
MONDO:0000858,ICD9CM:751.5,4
MONDO:0009628,ICD9CM:751.5,4
MONDO:0015731,ICD9CM:751.5,4
MONDO:0015733,ICD9CM:751.5,4
MONDO:0019938,ICD9CM:751.5,4
MONDO:0018805,ICD9CM:751.69,4
MONDO:0009465,ICD9CM:751.8,4
MONDO:0015839,ICD9CM:752.2,4
MONDO:0015842,ICD9CM:752.34,4
MONDO:0015839,ICD9CM:752.35,4
MONDO:0010173,ICD9CM:752.49,4
MONDO:0015848,ICD9CM:752.49,4
MONDO:0016416,ICD9CM:752.69,4
MONDO:0009857,ICD9CM:752.89,4
MONDO:0010107,ICD9CM:752.89,4
MONDO:0010595,ICD9CM:752.89,4
MONDO:0018801,ICD9CM:752.89,4
MONDO:0007741,ICD9CM:753.29,4
MONDO:0008812,ICD9CM:753.3,4
MONDO:0019639,ICD9CM:753.3,4
MONDO:0016529,ICD9CM:753.8,4
MONDO:0019640,ICD9CM:753.8,4
MONDO:0007250,ICD9CM:755.59,4
MONDO:0007340,ICD9CM:755.59,4
MONDO:0007737,ICD9CM:755.59,4
MONDO:0017468,ICD9CM:755.59,4
MONDO:0019670,ICD9CM:755.59,4
MONDO:0019671,ICD9CM:755.59,4
MONDO:0000158,ICD9CM:755.63,4
MONDO:0011496,ICD9CM:755.63,4
MONDO:0017452,ICD9CM:755.66,4
MONDO:0008527,ICD9CM:755.67,4
MONDO:0008652,ICD9CM:755.67,4
MONDO:0006995,ICD9CM:756.19,4
MONDO:0015262,ICD9CM:756.19,4
MONDO:0015461,ICD9CM:756.3,4
MONDO:0016066,ICD9CM:756.3,4
MONDO:0019662,ICD9CM:756.3,4
MONDO:0019691,ICD9CM:756.3,4
MONDO:0007055,ICD9CM:756.59,4
MONDO:0007057,ICD9CM:756.59,4
MONDO:0007244,ICD9CM:756.59,4
MONDO:0007322,ICD9CM:756.59,4
MONDO:0007477,ICD9CM:756.59,4
MONDO:0007481,ICD9CM:756.59,4
MONDO:0007489,ICD9CM:756.59,4
MONDO:0007979,ICD9CM:756.59,4
MONDO:0009031,ICD9CM:756.59,4
MONDO:0009139,ICD9CM:756.59,4
MONDO:0009274,ICD9CM:756.59,4
MONDO:0009588,ICD9CM:756.59,4
MONDO:0010650,ICD9CM:756.59,4
MONDO:0017838,ICD9CM:756.59,4
MONDO:0019698,ICD9CM:756.59,4
MONDO:0019701,ICD9CM:756.59,4
MONDO:0019797,ICD9CM:756.59,4
MONDO:0020473,ICD9CM:756.59,4
MONDO:0007970,ICD9CM:756.89,4
MONDO:0008262,ICD9CM:756.89,4
MONDO:0009107,ICD9CM:756.89,4
MONDO:0009724,ICD9CM:756.89,4
MONDO:0013598,ICD9CM:756.89,4
MONDO:0015465,ICD9CM:756.89,4
MONDO:0017435,ICD9CM:756.89,4
MONDO:0000844,ICD9CM:756.9,4
MONDO:0007208,ICD9CM:756.9,4
MONDO:0007738,ICD9CM:756.9,4
MONDO:0007793,ICD9CM:756.9,4
MONDO:0007987,ICD9CM:756.9,4
MONDO:0008275,ICD9CM:756.9,4
MONDO:0008322,ICD9CM:756.9,4
MONDO:0008471,ICD9CM:756.9,4
MONDO:0008521,ICD9CM:756.9,4
MONDO:0008701,ICD9CM:756.9,4
MONDO:0008827,ICD9CM:756.9,4
MONDO:0009032,ICD9CM:756.9,4
MONDO:0009138,ICD9CM:756.9,4
MONDO:0009227,ICD9CM:756.9,4
MONDO:0009727,ICD9CM:756.9,4
MONDO:0009914,ICD9CM:756.9,4
MONDO:0010013,ICD9CM:756.9,4
MONDO:0010024,ICD9CM:756.9,4
MONDO:0010068,ICD9CM:756.9,4
MONDO:0010071,ICD9CM:756.9,4
MONDO:0010180,ICD9CM:756.9,4
MONDO:0015177,ICD9CM:756.9,4
MONDO:0015426,ICD9CM:756.9,4
MONDO:0018234,ICD9CM:756.9,4
MONDO:0019667,ICD9CM:756.9,4
MONDO:0019675,ICD9CM:756.9,4
MONDO:0019706,ICD9CM:756.9,4
MONDO:0020779,ICD9CM:756.9,4
MONDO:0007921,ICD9CM:757.0,4
MONDO:0013540,ICD9CM:757.0,4
MONDO:0000136,ICD9CM:757.39,4
MONDO:0006541,ICD9CM:757.39,4
MONDO:0006543,ICD9CM:757.39,4
MONDO:0006590,ICD9CM:757.39,4
MONDO:0006602,ICD9CM:757.39,4
MONDO:0007048,ICD9CM:757.39,4
MONDO:0007145,ICD9CM:757.39,4
MONDO:0007358,ICD9CM:757.39,4
MONDO:0007417,ICD9CM:757.39,4
MONDO:0007422,ICD9CM:757.39,4
MONDO:0007549,ICD9CM:757.39,4
MONDO:0007551,ICD9CM:757.39,4
MONDO:0007552,ICD9CM:757.39,4
MONDO:0007554,ICD9CM:757.39,4
MONDO:0007555,ICD9CM:757.39,4
MONDO:0007556,ICD9CM:757.39,4
MONDO:0007557,ICD9CM:757.39,4
MONDO:0007758,ICD9CM:757.39,4
MONDO:0007808,ICD9CM:757.39,4
MONDO:0007809,ICD9CM:757.39,4
MONDO:0008416,ICD9CM:757.39,4
MONDO:0008876,ICD9CM:757.39,4
MONDO:0009178,ICD9CM:757.39,4
MONDO:0009179,ICD9CM:757.39,4
MONDO:0009552,ICD9CM:757.39,4
MONDO:0009925,ICD9CM:757.39,4
MONDO:0011398,ICD9CM:757.39,4
MONDO:0014227,ICD9CM:757.39,4
MONDO:0014658,ICD9CM:757.39,4
MONDO:0015633,ICD9CM:757.39,4
MONDO:0016441,ICD9CM:757.39,4
MONDO:0017610,ICD9CM:757.39,4
MONDO:0017612,ICD9CM:757.39,4
MONDO:0017666,ICD9CM:757.39,4
MONDO:0018855,ICD9CM:757.39,4
MONDO:0019033,ICD9CM:757.39,4
MONDO:0019141,ICD9CM:757.39,4
MONDO:0019270,ICD9CM:757.39,4
MONDO:0019272,ICD9CM:757.39,4
MONDO:0019347,ICD9CM:757.39,4
MONDO:0024308,ICD9CM:757.39,4
MONDO:0007404,ICD9CM:758.39,4
MONDO:0007800,ICD9CM:758.39,4
MONDO:0010886,ICD9CM:758.39,4
MONDO:0011022,ICD9CM:758.39,4
MONDO:0011147,ICD9CM:758.39,4
MONDO:0011652,ICD9CM:758.39,4
MONDO:0011929,ICD9CM:758.39,4
MONDO:0012621,ICD9CM:758.39,4
MONDO:0012756,ICD9CM:758.39,4
MONDO:0000426,ICD9CM:758.5,4
MONDO:0000429,ICD9CM:758.5,4
MONDO:0000841,ICD9CM:758.5,4
MONDO:0006025,ICD9CM:758.5,4
MONDO:0008799,ICD9CM:758.5,4
MONDO:0012020,ICD9CM:758.5,4
MONDO:0012176,ICD9CM:758.5,4
MONDO:0012589,ICD9CM:758.5,4
MONDO:0016844,ICD9CM:758.5,4
MONDO:0020050,ICD9CM:758.5,4
MONDO:0000141,ICD9CM:758.89,4
MONDO:0008476,ICD9CM:758.89,4
MONDO:0009092,ICD9CM:758.89,4
MONDO:0009145,ICD9CM:758.89,4
MONDO:0009367,ICD9CM:758.89,4
MONDO:0010078,ICD9CM:758.89,4
MONDO:0010094,ICD9CM:758.89,4
MONDO:0010235,ICD9CM:758.89,4
MONDO:0010283,ICD9CM:758.89,4
MONDO:0010664,ICD9CM:758.89,4
MONDO:0012726,ICD9CM:758.89,4
MONDO:0013668,ICD9CM:758.89,4
MONDO:0014708,ICD9CM:758.89,4
MONDO:0015436,ICD9CM:758.89,4
MONDO:0017138,ICD9CM:758.89,4
MONDO:0018067,ICD9CM:758.89,4
MONDO:0019040,ICD9CM:758.89,4
MONDO:0019906,ICD9CM:758.89,4
MONDO:0022991,ICD9CM:758.89,4
MONDO:0019040,ICD9CM:758.9,4
MONDO:0006460,ICD9CM:759.2,4
MONDO:0006833,ICD9CM:759.2,4
MONDO:0010029,ICD9CM:759.3,4
MONDO:0006499,ICD9CM:759.6,4
MONDO:0007924,ICD9CM:759.6,4
MONDO:0008501,ICD9CM:759.6,4
MONDO:0008667,ICD9CM:759.6,4
MONDO:0009436,ICD9CM:759.6,4
MONDO:0012017,ICD9CM:759.6,4
MONDO:0016063,ICD9CM:759.6,4
MONDO:0016986,ICD9CM:759.6,4
MONDO:0019325,ICD9CM:759.6,4
MONDO:0019326,ICD9CM:759.6,4
MONDO:0019327,ICD9CM:759.6,4
MONDO:0021539,ICD9CM:759.6,4
MONDO:0023275,ICD9CM:759.6,4
MONDO:0000127,ICD9CM:759.89,4
MONDO:0000179,ICD9CM:759.89,4
MONDO:0000200,ICD9CM:759.89,4
MONDO:0000839,ICD9CM:759.89,4
MONDO:0002010,ICD9CM:759.89,4
MONDO:0007029,ICD9CM:759.89,4
MONDO:0007034,ICD9CM:759.89,4
MONDO:0007073,ICD9CM:759.89,4
MONDO:0007113,ICD9CM:759.89,4
MONDO:0007142,ICD9CM:759.89,4
MONDO:0007226,ICD9CM:759.89,4
MONDO:0007235,ICD9CM:759.89,4
MONDO:0007301,ICD9CM:759.89,4
MONDO:0007318,ICD9CM:759.89,4
MONDO:0007337,ICD9CM:759.89,4
MONDO:0007352,ICD9CM:759.89,4
MONDO:0007363,ICD9CM:759.89,4
MONDO:0007387,ICD9CM:759.89,4
MONDO:0007395,ICD9CM:759.89,4
MONDO:0007400,ICD9CM:759.89,4
MONDO:0007412,ICD9CM:759.89,4
MONDO:0007443,ICD9CM:759.89,4
MONDO:0007480,ICD9CM:759.89,4
MONDO:0007534,ICD9CM:759.89,4
MONDO:0007604,ICD9CM:759.89,4
MONDO:0007621,ICD9CM:759.89,4
MONDO:0007635,ICD9CM:759.89,4
MONDO:0007688,ICD9CM:759.89,4
MONDO:0007698,ICD9CM:759.89,4
MONDO:0007732,ICD9CM:759.89,4
MONDO:0007804,ICD9CM:759.89,4
MONDO:0007846,ICD9CM:759.89,4
MONDO:0007866,ICD9CM:759.89,4
MONDO:0007872,ICD9CM:759.89,4
MONDO:0007874,ICD9CM:759.89,4
MONDO:0007875,ICD9CM:759.89,4
MONDO:0007929,ICD9CM:759.89,4
MONDO:0007949,ICD9CM:759.89,4
MONDO:0008006,ICD9CM:759.89,4
MONDO:0008016,ICD9CM:759.89,4
MONDO:0008061,ICD9CM:759.89,4
MONDO:0008108,ICD9CM:759.89,4
MONDO:0008111,ICD9CM:759.89,4
MONDO:0008115,ICD9CM:759.89,4
MONDO:0008209,ICD9CM:759.89,4
MONDO:0008222,ICD9CM:759.89,4
MONDO:0008305,ICD9CM:759.89,4
MONDO:0008311,ICD9CM:759.89,4
MONDO:0008318,ICD9CM:759.89,4
MONDO:0008389,ICD9CM:759.89,4
MONDO:0008394,ICD9CM:759.89,4
MONDO:0008395,ICD9CM:759.89,4
MONDO:0008396,ICD9CM:759.89,4
MONDO:0008411,ICD9CM:759.89,4
MONDO:0008497,ICD9CM:759.89,4
MONDO:0008592,ICD9CM:759.89,4
MONDO:0008596,ICD9CM:759.89,4
MONDO:0008642,ICD9CM:759.89,4
MONDO:0008678,ICD9CM:759.89,4
MONDO:0008740,ICD9CM:759.89,4
MONDO:0008763,ICD9CM:759.89,4
MONDO:0008795,ICD9CM:759.89,4
MONDO:0008874,ICD9CM:759.89,4
MONDO:0008879,ICD9CM:759.89,4
MONDO:0008965,ICD9CM:759.89,4
MONDO:0008975,ICD9CM:759.89,4
MONDO:0008984,ICD9CM:759.89,4
MONDO:0008999,ICD9CM:759.89,4
MONDO:0009104,ICD9CM:759.89,4
MONDO:0009140,ICD9CM:759.89,4
MONDO:0009143,ICD9CM:759.89,4
MONDO:0009253,ICD9CM:759.89,4
MONDO:0009271,ICD9CM:759.89,4
MONDO:0009304,ICD9CM:759.89,4
MONDO:0009341,ICD9CM:759.89,4
MONDO:0009419,ICD9CM:759.89,4
MONDO:0009449,ICD9CM:759.89,4
MONDO:0009450,ICD9CM:759.89,4
MONDO:0009479,ICD9CM:759.89,4
MONDO:0009490,ICD9CM:759.89,4
MONDO:0009560,ICD9CM:759.89,4
MONDO:0009564,ICD9CM:759.89,4
MONDO:0009582,ICD9CM:759.89,4
MONDO:0009642,ICD9CM:759.89,4
MONDO:0009664,ICD9CM:759.89,4
MONDO:0009668,ICD9CM:759.89,4
MONDO:0009717,ICD9CM:759.89,4
MONDO:0009767,ICD9CM:759.89,4
MONDO:0009774,ICD9CM:759.89,4
MONDO:0009822,ICD9CM:759.89,4
MONDO:0009903,ICD9CM:759.89,4
MONDO:0009926,ICD9CM:759.89,4
MONDO:0009955,ICD9CM:759.89,4
MONDO:0009962,ICD9CM:759.89,4
MONDO:0009964,ICD9CM:759.89,4
MONDO:0009977,ICD9CM:759.89,4
MONDO:0010002,ICD9CM:759.89,4
MONDO:0010010,ICD9CM:759.89,4
MONDO:0010029,ICD9CM:759.89,4
MONDO:0010035,ICD9CM:759.89,4
MONDO:0010121,ICD9CM:759.89,4
MONDO:0010193,ICD9CM:759.89,4
MONDO:0010220,ICD9CM:759.89,4
MONDO:0010278,ICD9CM:759.89,4
MONDO:0010281,ICD9CM:759.89,4
MONDO:0010477,ICD9CM:759.89,4
MONDO:0010537,ICD9CM:759.89,4
MONDO:0010545,ICD9CM:759.89,4
MONDO:0010561,ICD9CM:759.89,4
MONDO:0010571,ICD9CM:759.89,4
MONDO:0010578,ICD9CM:759.89,4
MONDO:0010589,ICD9CM:759.89,4
MONDO:0010621,ICD9CM:759.89,4
MONDO:0010623,ICD9CM:759.89,4
MONDO:0010651,ICD9CM:759.89,4
MONDO:0010653,ICD9CM:759.89,4
MONDO:0010671,ICD9CM:759.89,4
MONDO:0010704,ICD9CM:759.89,4
MONDO:0010731,ICD9CM:759.89,4
MONDO:0010742,ICD9CM:759.89,4
MONDO:0010759,ICD9CM:759.89,4
MONDO:0011240,ICD9CM:759.89,4
MONDO:0011244,ICD9CM:759.89,4
MONDO:0011308,ICD9CM:759.89,4
MONDO:0011365,ICD9CM:759.89,4
MONDO:0011402,ICD9CM:759.89,4
MONDO:0011640,ICD9CM:759.89,4
MONDO:0011776,ICD9CM:759.89,4
MONDO:0011812,ICD9CM:759.89,4
MONDO:0011939,ICD9CM:759.89,4
MONDO:0012275,ICD9CM:759.89,4
MONDO:0012316,ICD9CM:759.89,4
MONDO:0012541,ICD9CM:759.89,4
MONDO:0013252,ICD9CM:759.89,4
MONDO:0013659,ICD9CM:759.89,4
MONDO:0013873,ICD9CM:759.89,4
MONDO:0015229,ICD9CM:759.89,4
MONDO:0015375,ICD9CM:759.89,4
MONDO:0015452,ICD9CM:759.89,4
MONDO:0015942,ICD9CM:759.89,4
MONDO:0016004,ICD9CM:759.89,4
MONDO:0016006,ICD9CM:759.89,4
MONDO:0016008,ICD9CM:759.89,4
MONDO:0016009,ICD9CM:759.89,4
MONDO:0016010,ICD9CM:759.89,4
MONDO:0016013,ICD9CM:759.89,4
MONDO:0016168,ICD9CM:759.89,4
MONDO:0016516,ICD9CM:759.89,4
MONDO:0017125,ICD9CM:759.89,4
MONDO:0017579,ICD9CM:759.89,4
MONDO:0017951,ICD9CM:759.89,4
MONDO:0018034,ICD9CM:759.89,4
MONDO:0018096,ICD9CM:759.89,4
MONDO:0018612,ICD9CM:759.89,4
MONDO:0018781,ICD9CM:759.89,4
MONDO:0018921,ICD9CM:759.89,4
MONDO:0018954,ICD9CM:759.89,4
MONDO:0018997,ICD9CM:759.89,4
MONDO:0019188,ICD9CM:759.89,4
MONDO:0019336,ICD9CM:759.89,4
MONDO:0019342,ICD9CM:759.89,4
MONDO:0019354,ICD9CM:759.89,4
MONDO:0019355,ICD9CM:759.89,4
MONDO:0019664,ICD9CM:759.89,4
MONDO:0019765,ICD9CM:759.89,4
MONDO:0021171,ICD9CM:759.89,4
MONDO:0022357,ICD9CM:759.89,4
MONDO:0016007,ICD9CM:760.75,4
MONDO:0005566,ICD9CM:760.8,4
MONDO:0018263,ICD9CM:760.8,4
MONDO:0005715,ICD9CM:771.2,4
MONDO:0007550,ICD9CM:771.2,4
MONDO:0017372,ICD9CM:771.2,4
MONDO:0007367,ICD9CM:780.39,4
MONDO:0005937,ICD9CM:780.59,4
