mid,versionedIcd
MONDO:0044998,ICD10CM:S63.501AS63.501A
MONDO:0045044,ICD10CM:S63.501AS63.501A
MONDO:0003900,ICD10CM:S63.501DS63.501D
MONDO:0006816,ICD10CM:S63.501DS63.501D
MONDO:0044998,ICD10CM:S63.501DS63.501D
MONDO:0045044,ICD10CM:S63.501DS63.501D
MONDO:0003900,ICD10CM:S63.501SS63.501S
MONDO:0006816,ICD10CM:S63.501SS63.501S
MONDO:0044998,ICD10CM:S63.501SS63.501S
MONDO:0045044,ICD10CM:S63.501SS63.501S
MONDO:0003900,ICD10CM:S63.502AS63.502A
MONDO:0006816,ICD10CM:S63.502AS63.502A
MONDO:0044998,ICD10CM:S63.502AS63.502A
MONDO:0045044,ICD10CM:S63.502AS63.502A
MONDO:0003900,ICD10CM:S63.502DS63.502D
MONDO:0006816,ICD10CM:S63.502DS63.502D
MONDO:0044998,ICD10CM:S63.502DS63.502D
MONDO:0045044,ICD10CM:S63.502DS63.502D
MONDO:0003900,ICD10CM:S63.509AS63.509A
MONDO:0006816,ICD10CM:S63.509AS63.509A
MONDO:0044998,ICD10CM:S63.509AS63.509A
MONDO:0045044,ICD10CM:S63.509AS63.509A
MONDO:0003900,ICD10CM:S63.509DS63.509D
MONDO:0006816,ICD10CM:S63.509DS63.509D
MONDO:0044998,ICD10CM:S63.509DS63.509D
MONDO:0045044,ICD10CM:S63.509DS63.509D
MONDO:0003900,ICD10CM:S63.509SS63.509S
MONDO:0006816,ICD10CM:S63.509SS63.509S
MONDO:0044998,ICD10CM:S63.509SS63.509S
MONDO:0045044,ICD10CM:S63.509SS63.509S
MONDO:0003900,ICD10CM:S63.511AS63.511A
MONDO:0006816,ICD10CM:S63.511AS63.511A
MONDO:0044998,ICD10CM:S63.511AS63.511A
MONDO:0045044,ICD10CM:S63.511AS63.511A
MONDO:0003900,ICD10CM:S63.521AS63.521A
MONDO:0006816,ICD10CM:S63.521AS63.521A
MONDO:0044998,ICD10CM:S63.521AS63.521A
MONDO:0045044,ICD10CM:S63.521AS63.521A
MONDO:0001458,ICD10CM:S64.02XAS64.02XA
MONDO:0044745,ICD10CM:S64.02XAS64.02XA
MONDO:0001458,ICD10CM:S64.02XDS64.02XD
MONDO:0044745,ICD10CM:S64.02XDS64.02XD
MONDO:0001458,ICD10CM:S64.02XSS64.02XS
MONDO:0044745,ICD10CM:S64.02XSS64.02XS
MONDO:0005244,ICD10CM:S64.31XAS64.31XA
MONDO:0044745,ICD10CM:S64.31XAS64.31XA
MONDO:0044990,ICD10CM:S64.31XAS64.31XA
MONDO:0000473,ICD10CM:S65.101DS65.101D
MONDO:0044967,ICD10CM:S65.101DS65.101D
MONDO:0000473,ICD10CM:S65.201DS65.201D
MONDO:0044990,ICD10CM:S65.201DS65.201D
MONDO:0000473,ICD10CM:S65.211AS65.211A
MONDO:0044990,ICD10CM:S65.211AS65.211A
MONDO:0044990,ICD10CM:S67.01XAS67.01XA
MONDO:0044990,ICD10CM:S67.20XAS67.20XA
MONDO:0044990,ICD10CM:S67.21XAS67.21XA
MONDO:0044990,ICD10CM:S67.22XAS67.22XA
MONDO:0044990,ICD10CM:S68.112AS68.112A
MONDO:0044990,ICD10CM:S68.119AS68.119A
MONDO:0044990,ICD10CM:S68.119DS68.119D
MONDO:0044990,ICD10CM:S68.119SS68.119S
MONDO:0044990,ICD10CM:S68.123AS68.123A
MONDO:0044990,ICD10CM:S68.129AS68.129A
MONDO:0044990,ICD10CM:S68.129SS68.129S
MONDO:0044967,ICD10CM:S70.00XAS70.00XA
MONDO:0044988,ICD10CM:S70.00XAS70.00XA
MONDO:0044967,ICD10CM:S70.01XAS70.01XA
MONDO:0044988,ICD10CM:S70.01XAS70.01XA
MONDO:0044967,ICD10CM:S70.01XDS70.01XD
MONDO:0044988,ICD10CM:S70.01XDS70.01XD
MONDO:0044967,ICD10CM:S70.01XSS70.01XS
MONDO:0044988,ICD10CM:S70.01XSS70.01XS
MONDO:0044967,ICD10CM:S70.02XAS70.02XA
MONDO:0044988,ICD10CM:S70.02XAS70.02XA
MONDO:0044967,ICD10CM:S70.02XDS70.02XD
MONDO:0044988,ICD10CM:S70.02XDS70.02XD
MONDO:0044967,ICD10CM:S70.10XAS70.10XA
MONDO:0044988,ICD10CM:S70.10XAS70.10XA
MONDO:0044967,ICD10CM:S70.11XAS70.11XA
MONDO:0044988,ICD10CM:S70.11XAS70.11XA
MONDO:0044967,ICD10CM:S70.11XDS70.11XD
MONDO:0044988,ICD10CM:S70.11XDS70.11XD
MONDO:0044967,ICD10CM:S70.11XSS70.11XS
MONDO:0044988,ICD10CM:S70.11XSS70.11XS
MONDO:0044967,ICD10CM:S70.12XAS70.12XA
MONDO:0044988,ICD10CM:S70.12XAS70.12XA
MONDO:0044967,ICD10CM:S70.12XDS70.12XD
MONDO:0044988,ICD10CM:S70.12XDS70.12XD
MONDO:0005093,ICD10CM:S70.211AS70.211A
MONDO:0044967,ICD10CM:S70.211AS70.211A
MONDO:0044988,ICD10CM:S70.211AS70.211A
MONDO:0005093,ICD10CM:S70.212AS70.212A
MONDO:0044967,ICD10CM:S70.212AS70.212A
MONDO:0044988,ICD10CM:S70.212AS70.212A
MONDO:0005093,ICD10CM:S70.311AS70.311A
MONDO:0044967,ICD10CM:S70.311AS70.311A
MONDO:0044988,ICD10CM:S70.311AS70.311A
MONDO:0044967,ICD10CM:S70.321AS70.321A
MONDO:0044988,ICD10CM:S70.321AS70.321A
MONDO:0044967,ICD10CM:S70.352DS70.352D
MONDO:0044988,ICD10CM:S70.352DS70.352D
MONDO:0005093,ICD10CM:S70.361AS70.361A
MONDO:0044967,ICD10CM:S70.361AS70.361A
MONDO:0044988,ICD10CM:S70.361AS70.361A
MONDO:0005093,ICD10CM:S70.361DS70.361D
MONDO:0044967,ICD10CM:S70.361DS70.361D
MONDO:0044988,ICD10CM:S70.361DS70.361D
MONDO:0005093,ICD10CM:S70.362AS70.362A
MONDO:0044967,ICD10CM:S70.362AS70.362A
MONDO:0044988,ICD10CM:S70.362AS70.362A
MONDO:0005093,ICD10CM:S71.002AS71.002A
MONDO:0044967,ICD10CM:S71.002AS71.002A
MONDO:0044988,ICD10CM:S71.002AS71.002A
MONDO:0005093,ICD10CM:S71.002DS71.002D
MONDO:0044967,ICD10CM:S71.002DS71.002D
MONDO:0044988,ICD10CM:S71.002DS71.002D
MONDO:0005093,ICD10CM:S71.002SS71.002S
MONDO:0044967,ICD10CM:S71.002SS71.002S
MONDO:0044988,ICD10CM:S71.002SS71.002S
MONDO:0005093,ICD10CM:S71.009AS71.009A
MONDO:0044967,ICD10CM:S71.009AS71.009A
MONDO:0044988,ICD10CM:S71.009AS71.009A
MONDO:0005093,ICD10CM:S71.009DS71.009D
MONDO:0044967,ICD10CM:S71.009DS71.009D
MONDO:0044988,ICD10CM:S71.009DS71.009D
MONDO:0005093,ICD10CM:S71.032AS71.032A
MONDO:0044967,ICD10CM:S71.032AS71.032A
MONDO:0044988,ICD10CM:S71.032AS71.032A
MONDO:0005093,ICD10CM:S71.041AS71.041A
MONDO:0044967,ICD10CM:S71.041AS71.041A
MONDO:0044988,ICD10CM:S71.041AS71.041A
MONDO:0005093,ICD10CM:S71.101AS71.101A
MONDO:0044967,ICD10CM:S71.101AS71.101A
MONDO:0044988,ICD10CM:S71.101AS71.101A
MONDO:0005093,ICD10CM:S71.102AS71.102A
MONDO:0044967,ICD10CM:S71.102AS71.102A
MONDO:0044988,ICD10CM:S71.102AS71.102A
MONDO:0005093,ICD10CM:S71.102DS71.102D
MONDO:0044967,ICD10CM:S71.102DS71.102D
MONDO:0044988,ICD10CM:S71.102DS71.102D
MONDO:0005093,ICD10CM:S71.102SS71.102S
MONDO:0044967,ICD10CM:S71.102SS71.102S
MONDO:0044988,ICD10CM:S71.102SS71.102S
MONDO:0005093,ICD10CM:S71.109AS71.109A
MONDO:0044967,ICD10CM:S71.109AS71.109A
MONDO:0044988,ICD10CM:S71.109AS71.109A
MONDO:0005093,ICD10CM:S71.109DS71.109D
MONDO:0044967,ICD10CM:S71.109DS71.109D
MONDO:0044988,ICD10CM:S71.109DS71.109D
MONDO:0005093,ICD10CM:S71.112AS71.112A
MONDO:0044967,ICD10CM:S71.112AS71.112A
MONDO:0044988,ICD10CM:S71.112AS71.112A
MONDO:0005093,ICD10CM:S71.112DS71.112D
MONDO:0044967,ICD10CM:S71.112DS71.112D
MONDO:0044988,ICD10CM:S71.112DS71.112D
MONDO:0005093,ICD10CM:S71.121AS71.121A
MONDO:0044967,ICD10CM:S71.121AS71.121A
MONDO:0044988,ICD10CM:S71.121AS71.121A
MONDO:0005093,ICD10CM:S71.132AS71.132A
MONDO:0044967,ICD10CM:S71.132AS71.132A
MONDO:0044988,ICD10CM:S71.132AS71.132A
MONDO:0005093,ICD10CM:S71.151AS71.151A
MONDO:0044967,ICD10CM:S71.151AS71.151A
MONDO:0044988,ICD10CM:S71.151AS71.151A
MONDO:0005093,ICD10CM:S71.151DS71.151D
MONDO:0044967,ICD10CM:S71.151DS71.151D
MONDO:0044988,ICD10CM:S71.151DS71.151D
MONDO:0006816,ICD10CM:S72.001AS72.001A
MONDO:0043589,ICD10CM:S72.001AS72.001A
MONDO:0044988,ICD10CM:S72.001AS72.001A
MONDO:0006816,ICD10CM:S72.001DS72.001D
MONDO:0043589,ICD10CM:S72.001DS72.001D
MONDO:0044988,ICD10CM:S72.001DS72.001D
MONDO:0006816,ICD10CM:S72.001GS72.001G
MONDO:0043589,ICD10CM:S72.001GS72.001G
MONDO:0044988,ICD10CM:S72.001GS72.001G
MONDO:0006816,ICD10CM:S72.001KS72.001K
MONDO:0043589,ICD10CM:S72.001KS72.001K
MONDO:0044988,ICD10CM:S72.001KS72.001K
MONDO:0006816,ICD10CM:S72.001SS72.001S
MONDO:0043589,ICD10CM:S72.001SS72.001S
MONDO:0044988,ICD10CM:S72.001SS72.001S
MONDO:0006816,ICD10CM:S72.002AS72.002A
MONDO:0043589,ICD10CM:S72.002AS72.002A
MONDO:0044988,ICD10CM:S72.002AS72.002A
MONDO:0006816,ICD10CM:S72.002DS72.002D
MONDO:0043589,ICD10CM:S72.002DS72.002D
MONDO:0044988,ICD10CM:S72.002DS72.002D
MONDO:0006816,ICD10CM:S72.002ES72.002E
MONDO:0043589,ICD10CM:S72.002ES72.002E
MONDO:0044988,ICD10CM:S72.002ES72.002E
MONDO:0006816,ICD10CM:S72.002KS72.002K
MONDO:0043589,ICD10CM:S72.002KS72.002K
MONDO:0044988,ICD10CM:S72.002KS72.002K
MONDO:0006816,ICD10CM:S72.002PS72.002P
MONDO:0043589,ICD10CM:S72.002PS72.002P
MONDO:0044988,ICD10CM:S72.002PS72.002P
MONDO:0006816,ICD10CM:S72.002SS72.002S
MONDO:0043589,ICD10CM:S72.002SS72.002S
MONDO:0044988,ICD10CM:S72.002SS72.002S
MONDO:0006816,ICD10CM:S72.009AS72.009A
MONDO:0043589,ICD10CM:S72.009AS72.009A
MONDO:0044988,ICD10CM:S72.009AS72.009A
MONDO:0006816,ICD10CM:S72.009DS72.009D
MONDO:0043589,ICD10CM:S72.009DS72.009D
MONDO:0044988,ICD10CM:S72.009DS72.009D
MONDO:0006816,ICD10CM:S72.009KS72.009K
MONDO:0043589,ICD10CM:S72.009KS72.009K
MONDO:0044988,ICD10CM:S72.009KS72.009K
MONDO:0006816,ICD10CM:S72.009SS72.009S
MONDO:0043589,ICD10CM:S72.009SS72.009S
MONDO:0044988,ICD10CM:S72.009SS72.009S
MONDO:0005327,ICD10CM:S72.011AS72.011A
MONDO:0006816,ICD10CM:S72.011AS72.011A
MONDO:0044988,ICD10CM:S72.011AS72.011A
MONDO:0005327,ICD10CM:S72.011DS72.011D
MONDO:0006816,ICD10CM:S72.011DS72.011D
MONDO:0044988,ICD10CM:S72.011DS72.011D
MONDO:0005327,ICD10CM:S72.011GS72.011G
MONDO:0006816,ICD10CM:S72.011GS72.011G
MONDO:0044988,ICD10CM:S72.011GS72.011G
MONDO:0005327,ICD10CM:S72.011SS72.011S
MONDO:0006816,ICD10CM:S72.011SS72.011S
MONDO:0044988,ICD10CM:S72.011SS72.011S
MONDO:0005327,ICD10CM:S72.012AS72.012A
MONDO:0006816,ICD10CM:S72.012AS72.012A
MONDO:0044988,ICD10CM:S72.012AS72.012A
MONDO:0005327,ICD10CM:S72.012DS72.012D
MONDO:0006816,ICD10CM:S72.012DS72.012D
MONDO:0044988,ICD10CM:S72.012DS72.012D
MONDO:0006816,ICD10CM:S72.032AS72.032A
MONDO:0043589,ICD10CM:S72.032AS72.032A
MONDO:0044988,ICD10CM:S72.032AS72.032A
MONDO:0006816,ICD10CM:S72.034AS72.034A
MONDO:0043589,ICD10CM:S72.034AS72.034A
MONDO:0044988,ICD10CM:S72.034AS72.034A
MONDO:0005315,ICD10CM:S72.041AS72.041A
MONDO:0044967,ICD10CM:S72.041AS72.041A
MONDO:0044988,ICD10CM:S72.041AS72.041A
MONDO:0005315,ICD10CM:S72.045AS72.045A
MONDO:0044967,ICD10CM:S72.045AS72.045A
MONDO:0044988,ICD10CM:S72.045AS72.045A
MONDO:0005327,ICD10CM:S72.051AS72.051A
MONDO:0006816,ICD10CM:S72.051AS72.051A
MONDO:0044988,ICD10CM:S72.051AS72.051A
MONDO:0005327,ICD10CM:S72.051DS72.051D
MONDO:0006816,ICD10CM:S72.051DS72.051D
MONDO:0044988,ICD10CM:S72.051DS72.051D
MONDO:0005327,ICD10CM:S72.052AS72.052A
MONDO:0006816,ICD10CM:S72.052AS72.052A
MONDO:0044988,ICD10CM:S72.052AS72.052A
MONDO:0005327,ICD10CM:S72.052KS72.052K
MONDO:0006816,ICD10CM:S72.052KS72.052K
MONDO:0044988,ICD10CM:S72.052KS72.052K
MONDO:0005315,ICD10CM:S72.091AS72.091A
MONDO:0044967,ICD10CM:S72.091AS72.091A
MONDO:0044988,ICD10CM:S72.091AS72.091A
MONDO:0005315,ICD10CM:S72.092AS72.092A
MONDO:0044967,ICD10CM:S72.092AS72.092A
MONDO:0044988,ICD10CM:S72.092AS72.092A
MONDO:0005315,ICD10CM:S72.092DS72.092D
MONDO:0044967,ICD10CM:S72.092DS72.092D
MONDO:0044988,ICD10CM:S72.092DS72.092D
MONDO:0005315,ICD10CM:S72.092KS72.092K
MONDO:0044967,ICD10CM:S72.092KS72.092K
MONDO:0044988,ICD10CM:S72.092KS72.092K
MONDO:0005327,ICD10CM:S72.101AS72.101A
MONDO:0006816,ICD10CM:S72.101AS72.101A
MONDO:0044988,ICD10CM:S72.101AS72.101A
MONDO:0005327,ICD10CM:S72.101DS72.101D
MONDO:0006816,ICD10CM:S72.101DS72.101D
MONDO:0044988,ICD10CM:S72.101DS72.101D
MONDO:0005327,ICD10CM:S72.102AS72.102A
MONDO:0006816,ICD10CM:S72.102AS72.102A
MONDO:0044988,ICD10CM:S72.102AS72.102A
MONDO:0005327,ICD10CM:S72.102BS72.102B
MONDO:0006816,ICD10CM:S72.102BS72.102B
MONDO:0044988,ICD10CM:S72.102BS72.102B
MONDO:0005327,ICD10CM:S72.102DS72.102D
MONDO:0006816,ICD10CM:S72.102DS72.102D
MONDO:0044988,ICD10CM:S72.102DS72.102D
MONDO:0005327,ICD10CM:S72.102SS72.102S
MONDO:0006816,ICD10CM:S72.102SS72.102S
MONDO:0044988,ICD10CM:S72.102SS72.102S
MONDO:0005327,ICD10CM:S72.111AS72.111A
MONDO:0006816,ICD10CM:S72.111AS72.111A
MONDO:0044988,ICD10CM:S72.111AS72.111A
MONDO:0005327,ICD10CM:S72.111DS72.111D
MONDO:0006816,ICD10CM:S72.111DS72.111D
MONDO:0044988,ICD10CM:S72.111DS72.111D
MONDO:0005327,ICD10CM:S72.112AS72.112A
MONDO:0006816,ICD10CM:S72.112AS72.112A
MONDO:0044988,ICD10CM:S72.112AS72.112A
MONDO:0005327,ICD10CM:S72.112DS72.112D
MONDO:0006816,ICD10CM:S72.112DS72.112D
MONDO:0044988,ICD10CM:S72.112DS72.112D
MONDO:0005327,ICD10CM:S72.114AS72.114A
MONDO:0006816,ICD10CM:S72.114AS72.114A
MONDO:0044988,ICD10CM:S72.114AS72.114A
MONDO:0005327,ICD10CM:S72.115AS72.115A
MONDO:0006816,ICD10CM:S72.115AS72.115A
MONDO:0044988,ICD10CM:S72.115AS72.115A
MONDO:0005327,ICD10CM:S72.141AS72.141A
MONDO:0006816,ICD10CM:S72.141AS72.141A
MONDO:0044988,ICD10CM:S72.141AS72.141A
MONDO:0005327,ICD10CM:S72.141DS72.141D
MONDO:0006816,ICD10CM:S72.141DS72.141D
MONDO:0044988,ICD10CM:S72.141DS72.141D
MONDO:0005327,ICD10CM:S72.142AS72.142A
MONDO:0006816,ICD10CM:S72.142AS72.142A
MONDO:0044988,ICD10CM:S72.142AS72.142A
MONDO:0005327,ICD10CM:S72.142BS72.142B
MONDO:0006816,ICD10CM:S72.142BS72.142B
MONDO:0044988,ICD10CM:S72.142BS72.142B
MONDO:0005327,ICD10CM:S72.142DS72.142D
MONDO:0006816,ICD10CM:S72.142DS72.142D
MONDO:0044988,ICD10CM:S72.142DS72.142D
MONDO:0005327,ICD10CM:S72.142ES72.142E
MONDO:0006816,ICD10CM:S72.142ES72.142E
MONDO:0044988,ICD10CM:S72.142ES72.142E
MONDO:0005327,ICD10CM:S72.142GS72.142G
MONDO:0006816,ICD10CM:S72.142GS72.142G
MONDO:0044988,ICD10CM:S72.142GS72.142G
MONDO:0005327,ICD10CM:S72.142KS72.142K
MONDO:0006816,ICD10CM:S72.142KS72.142K
MONDO:0044988,ICD10CM:S72.142KS72.142K
MONDO:0005327,ICD10CM:S72.142PS72.142P
MONDO:0006816,ICD10CM:S72.142PS72.142P
MONDO:0044988,ICD10CM:S72.142PS72.142P
MONDO:0005327,ICD10CM:S72.142SS72.142S
MONDO:0006816,ICD10CM:S72.142SS72.142S
MONDO:0044988,ICD10CM:S72.142SS72.142S
MONDO:0005327,ICD10CM:S72.143AS72.143A
MONDO:0006816,ICD10CM:S72.143AS72.143A
MONDO:0044988,ICD10CM:S72.143AS72.143A
MONDO:0005327,ICD10CM:S72.145AS72.145A
MONDO:0006816,ICD10CM:S72.145AS72.145A
MONDO:0044988,ICD10CM:S72.145AS72.145A
MONDO:0005327,ICD10CM:S72.21XAS72.21XA
MONDO:0006816,ICD10CM:S72.21XAS72.21XA
MONDO:0044988,ICD10CM:S72.21XAS72.21XA
MONDO:0005327,ICD10CM:S72.21XDS72.21XD
MONDO:0006816,ICD10CM:S72.21XDS72.21XD
MONDO:0044988,ICD10CM:S72.21XDS72.21XD
MONDO:0005327,ICD10CM:S72.21XSS72.21XS
MONDO:0006816,ICD10CM:S72.21XSS72.21XS
MONDO:0044988,ICD10CM:S72.21XSS72.21XS
MONDO:0005327,ICD10CM:S72.22XAS72.22XA
MONDO:0006816,ICD10CM:S72.22XAS72.22XA
MONDO:0044988,ICD10CM:S72.22XAS72.22XA
MONDO:0005327,ICD10CM:S72.22XKS72.22XK
MONDO:0006816,ICD10CM:S72.22XKS72.22XK
MONDO:0044988,ICD10CM:S72.22XKS72.22XK
MONDO:0005327,ICD10CM:S72.22XSS72.22XS
MONDO:0006816,ICD10CM:S72.22XSS72.22XS
MONDO:0044988,ICD10CM:S72.22XSS72.22XS
MONDO:0005327,ICD10CM:S72.24XAS72.24XA
MONDO:0006816,ICD10CM:S72.24XAS72.24XA
MONDO:0044988,ICD10CM:S72.24XAS72.24XA
MONDO:0005327,ICD10CM:S72.24XDS72.24XD
MONDO:0006816,ICD10CM:S72.24XDS72.24XD
MONDO:0044988,ICD10CM:S72.24XDS72.24XD
MONDO:0005327,ICD10CM:S72.24XSS72.24XS
MONDO:0006816,ICD10CM:S72.24XSS72.24XS
MONDO:0044988,ICD10CM:S72.24XSS72.24XS
MONDO:0005327,ICD10CM:S72.25XAS72.25XA
MONDO:0006816,ICD10CM:S72.25XAS72.25XA
MONDO:0044988,ICD10CM:S72.25XAS72.25XA
MONDO:0005327,ICD10CM:S72.25XDS72.25XD
MONDO:0006816,ICD10CM:S72.25XDS72.25XD
MONDO:0044988,ICD10CM:S72.25XDS72.25XD
MONDO:0005315,ICD10CM:S72.301AS72.301A
MONDO:0044967,ICD10CM:S72.301AS72.301A
MONDO:0044988,ICD10CM:S72.301AS72.301A
MONDO:0005315,ICD10CM:S72.301DS72.301D
MONDO:0044967,ICD10CM:S72.301DS72.301D
MONDO:0044988,ICD10CM:S72.301DS72.301D
MONDO:0005315,ICD10CM:S72.301MS72.301M
MONDO:0044967,ICD10CM:S72.301MS72.301M
MONDO:0044988,ICD10CM:S72.301MS72.301M
MONDO:0005315,ICD10CM:S72.302AS72.302A
MONDO:0044967,ICD10CM:S72.302AS72.302A
MONDO:0044988,ICD10CM:S72.302AS72.302A
MONDO:0005315,ICD10CM:S72.309AS72.309A
MONDO:0044967,ICD10CM:S72.309AS72.309A
MONDO:0044988,ICD10CM:S72.309AS72.309A
MONDO:0005315,ICD10CM:S72.309BS72.309B
MONDO:0044967,ICD10CM:S72.309BS72.309B
MONDO:0044988,ICD10CM:S72.309BS72.309B
MONDO:0005315,ICD10CM:S72.322AS72.322A
MONDO:0044967,ICD10CM:S72.322AS72.322A
MONDO:0044988,ICD10CM:S72.322AS72.322A
MONDO:0005315,ICD10CM:S72.331AS72.331A
MONDO:0044967,ICD10CM:S72.331AS72.331A
MONDO:0044988,ICD10CM:S72.331AS72.331A
MONDO:0005315,ICD10CM:S72.341AS72.341A
MONDO:0044967,ICD10CM:S72.341AS72.341A
MONDO:0044988,ICD10CM:S72.341AS72.341A
MONDO:0005315,ICD10CM:S72.341SS72.341S
MONDO:0044967,ICD10CM:S72.341SS72.341S
MONDO:0044988,ICD10CM:S72.341SS72.341S
MONDO:0005315,ICD10CM:S72.342AS72.342A
MONDO:0044967,ICD10CM:S72.342AS72.342A
MONDO:0044988,ICD10CM:S72.342AS72.342A
MONDO:0005315,ICD10CM:S72.342DS72.342D
MONDO:0044967,ICD10CM:S72.342DS72.342D
MONDO:0044988,ICD10CM:S72.342DS72.342D
MONDO:0005315,ICD10CM:S72.351AS72.351A
MONDO:0044967,ICD10CM:S72.351AS72.351A
MONDO:0044988,ICD10CM:S72.351AS72.351A
MONDO:0005315,ICD10CM:S72.354KS72.354K
MONDO:0044967,ICD10CM:S72.354KS72.354K
MONDO:0044988,ICD10CM:S72.354KS72.354K
MONDO:0005315,ICD10CM:S72.361KS72.361K
MONDO:0044967,ICD10CM:S72.361KS72.361K
MONDO:0044988,ICD10CM:S72.361KS72.361K
MONDO:0005315,ICD10CM:S72.391DS72.391D
MONDO:0044967,ICD10CM:S72.391DS72.391D
MONDO:0044988,ICD10CM:S72.391DS72.391D
MONDO:0005315,ICD10CM:S72.401AS72.401A
MONDO:0044967,ICD10CM:S72.401AS72.401A
MONDO:0044988,ICD10CM:S72.401AS72.401A
MONDO:0005315,ICD10CM:S72.401DS72.401D
MONDO:0044967,ICD10CM:S72.401DS72.401D
MONDO:0044988,ICD10CM:S72.401DS72.401D
MONDO:0005315,ICD10CM:S72.402AS72.402A
MONDO:0044967,ICD10CM:S72.402AS72.402A
MONDO:0044988,ICD10CM:S72.402AS72.402A
MONDO:0005315,ICD10CM:S72.402BS72.402B
MONDO:0044967,ICD10CM:S72.402BS72.402B
MONDO:0044988,ICD10CM:S72.402BS72.402B
MONDO:0005315,ICD10CM:S72.402PS72.402P
MONDO:0044967,ICD10CM:S72.402PS72.402P
MONDO:0044988,ICD10CM:S72.402PS72.402P
MONDO:0005315,ICD10CM:S72.412KS72.412K
MONDO:0006816,ICD10CM:S72.412KS72.412K
MONDO:0044967,ICD10CM:S72.412KS72.412K
MONDO:0044988,ICD10CM:S72.412KS72.412K
MONDO:0005315,ICD10CM:S72.413AS72.413A
MONDO:0006816,ICD10CM:S72.413AS72.413A
MONDO:0044967,ICD10CM:S72.413AS72.413A
MONDO:0044988,ICD10CM:S72.413AS72.413A
MONDO:0005315,ICD10CM:S72.414AS72.414A
MONDO:0006816,ICD10CM:S72.414AS72.414A
MONDO:0044967,ICD10CM:S72.414AS72.414A
MONDO:0044988,ICD10CM:S72.414AS72.414A
MONDO:0005315,ICD10CM:S72.421AS72.421A
MONDO:0044967,ICD10CM:S72.421AS72.421A
MONDO:0044988,ICD10CM:S72.421AS72.421A
MONDO:0005315,ICD10CM:S72.422AS72.422A
MONDO:0044967,ICD10CM:S72.422AS72.422A
MONDO:0044988,ICD10CM:S72.422AS72.422A
MONDO:0005315,ICD10CM:S72.422KS72.422K
MONDO:0044967,ICD10CM:S72.422KS72.422K
MONDO:0044988,ICD10CM:S72.422KS72.422K
MONDO:0005315,ICD10CM:S72.431AS72.431A
MONDO:0044967,ICD10CM:S72.431AS72.431A
MONDO:0044988,ICD10CM:S72.431AS72.431A
MONDO:0005315,ICD10CM:S72.434KS72.434K
MONDO:0044967,ICD10CM:S72.434KS72.434K
MONDO:0044988,ICD10CM:S72.434KS72.434K
MONDO:0005315,ICD10CM:S72.435AS72.435A
MONDO:0044967,ICD10CM:S72.435AS72.435A
MONDO:0044988,ICD10CM:S72.435AS72.435A
MONDO:0005315,ICD10CM:S72.451DS72.451D
MONDO:0044967,ICD10CM:S72.451DS72.451D
MONDO:0044988,ICD10CM:S72.451DS72.451D
MONDO:0005315,ICD10CM:S72.451GS72.451G
MONDO:0044967,ICD10CM:S72.451GS72.451G
MONDO:0044988,ICD10CM:S72.451GS72.451G
MONDO:0005315,ICD10CM:S72.452DS72.452D
MONDO:0044967,ICD10CM:S72.452DS72.452D
MONDO:0044988,ICD10CM:S72.452DS72.452D
MONDO:0005315,ICD10CM:S72.456SS72.456S
MONDO:0044967,ICD10CM:S72.456SS72.456S
MONDO:0044988,ICD10CM:S72.456SS72.456S
MONDO:0005315,ICD10CM:S72.461DS72.461D
MONDO:0044967,ICD10CM:S72.461DS72.461D
MONDO:0044988,ICD10CM:S72.461DS72.461D
MONDO:0005315,ICD10CM:S72.462DS72.462D
MONDO:0044967,ICD10CM:S72.462DS72.462D
MONDO:0044988,ICD10CM:S72.462DS72.462D
MONDO:0005315,ICD10CM:S72.472GS72.472G
MONDO:0044967,ICD10CM:S72.472GS72.472G
MONDO:0044988,ICD10CM:S72.472GS72.472G
MONDO:0005315,ICD10CM:S72.491AS72.491A
MONDO:0044967,ICD10CM:S72.491AS72.491A
MONDO:0044988,ICD10CM:S72.491AS72.491A
MONDO:0005315,ICD10CM:S72.491DS72.491D
MONDO:0044967,ICD10CM:S72.491DS72.491D
MONDO:0044988,ICD10CM:S72.491DS72.491D
MONDO:0005315,ICD10CM:S72.492AS72.492A
MONDO:0044967,ICD10CM:S72.492AS72.492A
MONDO:0044988,ICD10CM:S72.492AS72.492A
MONDO:0005315,ICD10CM:S72.492DS72.492D
MONDO:0044967,ICD10CM:S72.492DS72.492D
MONDO:0044988,ICD10CM:S72.492DS72.492D
MONDO:0005315,ICD10CM:S72.492FS72.492F
MONDO:0044967,ICD10CM:S72.492FS72.492F
MONDO:0044988,ICD10CM:S72.492FS72.492F
MONDO:0005315,ICD10CM:S72.8X1DS72.8X1D
MONDO:0044967,ICD10CM:S72.8X1DS72.8X1D
MONDO:0044988,ICD10CM:S72.8X1DS72.8X1D
MONDO:0005315,ICD10CM:S72.90XAS72.90XA
MONDO:0044967,ICD10CM:S72.90XAS72.90XA
MONDO:0044988,ICD10CM:S72.90XAS72.90XA
MONDO:0005315,ICD10CM:S72.90XDS72.90XD
MONDO:0044967,ICD10CM:S72.90XDS72.90XD
MONDO:0044988,ICD10CM:S72.90XDS72.90XD
MONDO:0005315,ICD10CM:S72.91XAS72.91XA
MONDO:0044967,ICD10CM:S72.91XAS72.91XA
