mid,versionedIcd
MONDO:0005129,ICD10CM:H26.101H26.101
MONDO:0004884,ICD10CM:H26.102H26.102
MONDO:0005129,ICD10CM:H26.102H26.102
MONDO:0004884,ICD10CM:H26.131H26.131
MONDO:0005129,ICD10CM:H26.131H26.131
MONDO:0005129,ICD10CM:H26.20H26.20
MONDO:0004884,ICD10CM:H26.221H26.221
MONDO:0005129,ICD10CM:H26.221H26.221
MONDO:0004884,ICD10CM:H26.30H26.30
MONDO:0005129,ICD10CM:H26.30H26.30
MONDO:0004884,ICD10CM:H26.31H26.31
MONDO:0005129,ICD10CM:H26.31H26.31
MONDO:0004884,ICD10CM:H26.33H26.33
MONDO:0005129,ICD10CM:H26.33H26.33
MONDO:0004884,ICD10CM:H26.40H26.40
MONDO:0005129,ICD10CM:H26.40H26.40
MONDO:0004884,ICD10CM:H26.412H26.412
MONDO:0005129,ICD10CM:H26.412H26.412
MONDO:0004884,ICD10CM:H26.491H26.491
MONDO:0005129,ICD10CM:H26.491H26.491
MONDO:0004884,ICD10CM:H26.492H26.492
MONDO:0005129,ICD10CM:H26.492H26.492
MONDO:0004884,ICD10CM:H26.493H26.493
MONDO:0005129,ICD10CM:H26.493H26.493
MONDO:0004884,ICD10CM:H26.499H26.499
MONDO:0005129,ICD10CM:H26.499H26.499
MONDO:0005129,ICD10CM:H26.8H26.8
MONDO:0004884,ICD10CM:H26.9H26.9
MONDO:0005129,ICD10CM:H26.9H26.9
MONDO:0001176,ICD10CM:H27.00H27.00
MONDO:0001176,ICD10CM:H27.01H27.01
MONDO:0001176,ICD10CM:H27.02H27.02
MONDO:0001176,ICD10CM:H27.03H27.03
MONDO:0001176,ICD10CM:H27.10H27.10
MONDO:0001271,ICD10CM:H27.111H27.111
MONDO:0001271,ICD10CM:H27.112H27.112
MONDO:0001271,ICD10CM:H27.119H27.119
MONDO:0001176,ICD10CM:H27.122H27.122
MONDO:0002310,ICD10CM:H27.122H27.122
MONDO:0001906,ICD10CM:H27.132H27.132
MONDO:0001176,ICD10CM:H27.8H27.8
MONDO:0001176,ICD10CM:H28H28
MONDO:0002164,ICD10CM:H30.043H30.043
MONDO:0002708,ICD10CM:H30.043H30.043
MONDO:0016047,ICD10CM:H30.043H30.043
MONDO:0019541,ICD10CM:H30.043H30.043
MONDO:0002164,ICD10CM:H30.049H30.049
MONDO:0002708,ICD10CM:H30.049H30.049
MONDO:0016047,ICD10CM:H30.049H30.049
MONDO:0019541,ICD10CM:H30.049H30.049
MONDO:0002708,ICD10CM:H30.143H30.143
MONDO:0004657,ICD10CM:H30.143H30.143
MONDO:0011599,ICD10CM:H30.143H30.143
MONDO:0016047,ICD10CM:H30.143H30.143
MONDO:0020683,ICD10CM:H30.143H30.143
MONDO:0043089,ICD10CM:H30.143H30.143
MONDO:0002708,ICD10CM:H30.149H30.149
MONDO:0004657,ICD10CM:H30.149H30.149
MONDO:0011599,ICD10CM:H30.149H30.149
MONDO:0016047,ICD10CM:H30.149H30.149
MONDO:0020683,ICD10CM:H30.149H30.149
MONDO:0043089,ICD10CM:H30.149H30.149
MONDO:0002708,ICD10CM:H30.891H30.891
MONDO:0004674,ICD10CM:H30.891H30.891
MONDO:0016047,ICD10CM:H30.891H30.891
MONDO:0018092,ICD10CM:H30.891H30.891
MONDO:0018152,ICD10CM:H30.891H30.891
MONDO:0002708,ICD10CM:H30.892H30.892
MONDO:0004674,ICD10CM:H30.892H30.892
MONDO:0016047,ICD10CM:H30.892H30.892
MONDO:0018092,ICD10CM:H30.892H30.892
MONDO:0018152,ICD10CM:H30.892H30.892
MONDO:0002708,ICD10CM:H30.899H30.899
MONDO:0004674,ICD10CM:H30.899H30.899
MONDO:0016047,ICD10CM:H30.899H30.899
MONDO:0018092,ICD10CM:H30.899H30.899
MONDO:0018152,ICD10CM:H30.899H30.899
MONDO:0000958,ICD10CM:H30.90H30.90
MONDO:0001280,ICD10CM:H30.90H30.90
MONDO:0004674,ICD10CM:H30.90H30.90
MONDO:0016047,ICD10CM:H30.90H30.90
MONDO:0000958,ICD10CM:H30.91H30.91
MONDO:0001280,ICD10CM:H30.91H30.91
MONDO:0004674,ICD10CM:H30.91H30.91
MONDO:0016047,ICD10CM:H30.91H30.91
MONDO:0000958,ICD10CM:H30.92H30.92
MONDO:0001280,ICD10CM:H30.92H30.92
MONDO:0004674,ICD10CM:H30.92H30.92
MONDO:0016047,ICD10CM:H30.92H30.92
MONDO:0000958,ICD10CM:H30.93H30.93
MONDO:0001280,ICD10CM:H30.93H30.93
MONDO:0004674,ICD10CM:H30.93H30.93
MONDO:0016047,ICD10CM:H30.93H30.93
MONDO:0001193,ICD10CM:H31.001H31.001
MONDO:0001898,ICD10CM:H31.001H31.001
MONDO:0005283,ICD10CM:H31.001H31.001
MONDO:0005594,ICD10CM:H31.001H31.001
MONDO:0001193,ICD10CM:H31.002H31.002
MONDO:0001898,ICD10CM:H31.002H31.002
MONDO:0005283,ICD10CM:H31.002H31.002
MONDO:0005594,ICD10CM:H31.002H31.002
MONDO:0001193,ICD10CM:H31.011H31.011
MONDO:0001898,ICD10CM:H31.011H31.011
MONDO:0005283,ICD10CM:H31.011H31.011
MONDO:0005594,ICD10CM:H31.011H31.011
MONDO:0001193,ICD10CM:H31.012H31.012
MONDO:0001898,ICD10CM:H31.012H31.012
MONDO:0005283,ICD10CM:H31.012H31.012
MONDO:0005594,ICD10CM:H31.012H31.012
MONDO:0001193,ICD10CM:H31.029H31.029
MONDO:0001253,ICD10CM:H31.029H31.029
MONDO:0001898,ICD10CM:H31.029H31.029
MONDO:0005283,ICD10CM:H31.029H31.029
MONDO:0005594,ICD10CM:H31.029H31.029
MONDO:0001193,ICD10CM:H31.091H31.091
MONDO:0001898,ICD10CM:H31.091H31.091
MONDO:0005283,ICD10CM:H31.091H31.091
MONDO:0005594,ICD10CM:H31.091H31.091
MONDO:0001193,ICD10CM:H31.092H31.092
MONDO:0001898,ICD10CM:H31.092H31.092
MONDO:0005283,ICD10CM:H31.092H31.092
MONDO:0005594,ICD10CM:H31.092H31.092
MONDO:0004885,ICD10CM:H31.102H31.102
MONDO:0010557,ICD10CM:H31.102H31.102
MONDO:0024539,ICD10CM:H31.102H31.102
MONDO:0004885,ICD10CM:H31.103H31.103
MONDO:0010557,ICD10CM:H31.103H31.103
MONDO:0024539,ICD10CM:H31.103H31.103
MONDO:0004883,ICD10CM:H31.21H31.21
MONDO:0007176,ICD10CM:H31.21H31.21
MONDO:0008982,ICD10CM:H31.21H31.21
MONDO:0010557,ICD10CM:H31.21H31.21
MONDO:0004883,ICD10CM:H31.22H31.22
MONDO:0007176,ICD10CM:H31.22H31.22
MONDO:0008982,ICD10CM:H31.22H31.22
MONDO:0010557,ICD10CM:H31.22H31.22
MONDO:0001898,ICD10CM:H31.401H31.401
MONDO:0001898,ICD10CM:H31.402H31.402
MONDO:0001898,ICD10CM:H31.422H31.422
MONDO:0001898,ICD10CM:H31.9H31.9
MONDO:0016202,ICD10CM:H33.001H33.001
MONDO:0016202,ICD10CM:H33.002H33.002
MONDO:0016202,ICD10CM:H33.003H33.003
MONDO:0016202,ICD10CM:H33.009H33.009
MONDO:0016202,ICD10CM:H33.022H33.022
MONDO:0016202,ICD10CM:H33.049H33.049
MONDO:0016202,ICD10CM:H33.051H33.051
MONDO:0004579,ICD10CM:H33.101H33.101
MONDO:0004884,ICD10CM:H33.101H33.101
MONDO:0005464,ICD10CM:H33.101H33.101
MONDO:0004579,ICD10CM:H33.102H33.102
MONDO:0004884,ICD10CM:H33.102H33.102
MONDO:0005464,ICD10CM:H33.102H33.102
MONDO:0004579,ICD10CM:H33.191H33.191
MONDO:0004884,ICD10CM:H33.191H33.191
MONDO:0005464,ICD10CM:H33.191H33.191
MONDO:0004579,ICD10CM:H33.192H33.192
MONDO:0004884,ICD10CM:H33.192H33.192
MONDO:0005464,ICD10CM:H33.192H33.192
MONDO:0004579,ICD10CM:H33.193H33.193
MONDO:0004884,ICD10CM:H33.193H33.193
MONDO:0005464,ICD10CM:H33.193H33.193
MONDO:0004579,ICD10CM:H33.199H33.199
MONDO:0004884,ICD10CM:H33.199H33.199
MONDO:0005464,ICD10CM:H33.199H33.199
MONDO:0001834,ICD10CM:H33.20H33.20
MONDO:0005464,ICD10CM:H33.20H33.20
MONDO:0001834,ICD10CM:H33.21H33.21
MONDO:0005464,ICD10CM:H33.21H33.21
MONDO:0001834,ICD10CM:H33.22H33.22
MONDO:0005464,ICD10CM:H33.22H33.22
MONDO:0001834,ICD10CM:H33.23H33.23
MONDO:0005464,ICD10CM:H33.23H33.23
MONDO:0005464,ICD10CM:H33.301H33.301
MONDO:0005464,ICD10CM:H33.302H33.302
MONDO:0005464,ICD10CM:H33.303H33.303
MONDO:0005464,ICD10CM:H33.309H33.309
MONDO:0001539,ICD10CM:H33.311H33.311
MONDO:0005464,ICD10CM:H33.311H33.311
MONDO:0001539,ICD10CM:H33.312H33.312
MONDO:0005464,ICD10CM:H33.312H33.312
MONDO:0001539,ICD10CM:H33.313H33.313
MONDO:0005464,ICD10CM:H33.313H33.313
MONDO:0001539,ICD10CM:H33.319H33.319
MONDO:0005464,ICD10CM:H33.319H33.319
MONDO:0001539,ICD10CM:H33.321H33.321
MONDO:0005464,ICD10CM:H33.321H33.321
MONDO:0001539,ICD10CM:H33.322H33.322
MONDO:0005464,ICD10CM:H33.322H33.322
MONDO:0001539,ICD10CM:H33.323H33.323
MONDO:0005464,ICD10CM:H33.323H33.323
MONDO:0001539,ICD10CM:H33.329H33.329
MONDO:0005464,ICD10CM:H33.329H33.329
MONDO:0001539,ICD10CM:H33.333H33.333
MONDO:0005464,ICD10CM:H33.333H33.333
MONDO:0005464,ICD10CM:H33.40H33.40
MONDO:0005464,ICD10CM:H33.41H33.41
MONDO:0005464,ICD10CM:H33.42H33.42
MONDO:0005464,ICD10CM:H33.43H33.43
MONDO:0005464,ICD10CM:H33.8H33.8
MONDO:0000473,ICD10CM:H34.00H34.00
MONDO:0000831,ICD10CM:H34.00H34.00
MONDO:0004583,ICD10CM:H34.00H34.00
MONDO:0000473,ICD10CM:H34.01H34.01
MONDO:0000831,ICD10CM:H34.01H34.01
MONDO:0004583,ICD10CM:H34.01H34.01
MONDO:0000473,ICD10CM:H34.02H34.02
MONDO:0000831,ICD10CM:H34.02H34.02
MONDO:0004583,ICD10CM:H34.02H34.02
MONDO:0000831,ICD10CM:H34.10H34.10
MONDO:0001633,ICD10CM:H34.10H34.10
MONDO:0005294,ICD10CM:H34.10H34.10
MONDO:0000831,ICD10CM:H34.11H34.11
MONDO:0001633,ICD10CM:H34.11H34.11
MONDO:0005294,ICD10CM:H34.11H34.11
MONDO:0000831,ICD10CM:H34.12H34.12
MONDO:0001633,ICD10CM:H34.12H34.12
MONDO:0005294,ICD10CM:H34.12H34.12
MONDO:0000473,ICD10CM:H34.211H34.211
MONDO:0000831,ICD10CM:H34.211H34.211
MONDO:0001985,ICD10CM:H34.211H34.211
MONDO:0000473,ICD10CM:H34.212H34.212
MONDO:0000831,ICD10CM:H34.212H34.212
MONDO:0001985,ICD10CM:H34.212H34.212
MONDO:0000473,ICD10CM:H34.231H34.231
MONDO:0000831,ICD10CM:H34.231H34.231
MONDO:0001630,ICD10CM:H34.231H34.231
MONDO:0005294,ICD10CM:H34.231H34.231
MONDO:0000473,ICD10CM:H34.232H34.232
MONDO:0000831,ICD10CM:H34.232H34.232
MONDO:0001630,ICD10CM:H34.232H34.232
MONDO:0005294,ICD10CM:H34.232H34.232
MONDO:0000473,ICD10CM:H34.233H34.233
MONDO:0000831,ICD10CM:H34.233H34.233
MONDO:0001630,ICD10CM:H34.233H34.233
MONDO:0005294,ICD10CM:H34.233H34.233
MONDO:0000473,ICD10CM:H34.239H34.239
MONDO:0000831,ICD10CM:H34.239H34.239
MONDO:0001630,ICD10CM:H34.239H34.239
MONDO:0005294,ICD10CM:H34.239H34.239
MONDO:0000831,ICD10CM:H34.8110H34.8110
MONDO:0002303,ICD10CM:H34.8110H34.8110
MONDO:0008559,ICD10CM:H34.8110H34.8110
MONDO:0000831,ICD10CM:H34.8112H34.8112
MONDO:0002303,ICD10CM:H34.8112H34.8112
MONDO:0008559,ICD10CM:H34.8112H34.8112
MONDO:0000831,ICD10CM:H34.811H34.811
MONDO:0002303,ICD10CM:H34.811H34.811
MONDO:0008559,ICD10CM:H34.811H34.811
MONDO:0000831,ICD10CM:H34.8120H34.8120
MONDO:0002303,ICD10CM:H34.8120H34.8120
MONDO:0008559,ICD10CM:H34.8120H34.8120
MONDO:0000831,ICD10CM:H34.8122H34.8122
MONDO:0002303,ICD10CM:H34.8122H34.8122
MONDO:0008559,ICD10CM:H34.8122H34.8122
MONDO:0000831,ICD10CM:H34.812H34.812
MONDO:0002303,ICD10CM:H34.812H34.812
MONDO:0008559,ICD10CM:H34.812H34.812
MONDO:0000831,ICD10CM:H34.813H34.813
MONDO:0002303,ICD10CM:H34.813H34.813
MONDO:0008559,ICD10CM:H34.813H34.813
MONDO:0000831,ICD10CM:H34.8190H34.8190
MONDO:0002303,ICD10CM:H34.8190H34.8190
MONDO:0008559,ICD10CM:H34.8190H34.8190
MONDO:0000831,ICD10CM:H34.8192H34.8192
MONDO:0002303,ICD10CM:H34.8192H34.8192
MONDO:0008559,ICD10CM:H34.8192H34.8192
MONDO:0000831,ICD10CM:H34.819H34.819
MONDO:0002303,ICD10CM:H34.819H34.819
MONDO:0008559,ICD10CM:H34.819H34.819
MONDO:0000831,ICD10CM:H34.822H34.822
MONDO:0001534,ICD10CM:H34.822H34.822
MONDO:0002088,ICD10CM:H34.822H34.822
MONDO:0004634,ICD10CM:H34.822H34.822
MONDO:0000831,ICD10CM:H34.8310H34.8310
MONDO:0002089,ICD10CM:H34.8310H34.8310
MONDO:0000831,ICD10CM:H34.8312H34.8312
MONDO:0002089,ICD10CM:H34.8312H34.8312
MONDO:0000831,ICD10CM:H34.831H34.831
MONDO:0002089,ICD10CM:H34.831H34.831
MONDO:0000831,ICD10CM:H34.8320H34.8320
MONDO:0002089,ICD10CM:H34.8320H34.8320
MONDO:0000831,ICD10CM:H34.8322H34.8322
MONDO:0002089,ICD10CM:H34.8322H34.8322
MONDO:0000831,ICD10CM:H34.832H34.832
MONDO:0002089,ICD10CM:H34.832H34.832
MONDO:0000831,ICD10CM:H34.8332H34.8332
MONDO:0002089,ICD10CM:H34.8332H34.8332
MONDO:0000831,ICD10CM:H34.8390H34.8390
MONDO:0002089,ICD10CM:H34.8390H34.8390
MONDO:0000831,ICD10CM:H34.8392H34.8392
MONDO:0002089,ICD10CM:H34.8392H34.8392
MONDO:0000831,ICD10CM:H34.839H34.839
MONDO:0002089,ICD10CM:H34.839H34.839
MONDO:0000831,ICD10CM:H34.9H34.9
MONDO:0002089,ICD10CM:H34.9H34.9
MONDO:0010269,ICD10CM:H35.00H35.00
MONDO:0012815,ICD10CM:H35.00H35.00
MONDO:0016205,ICD10CM:H35.00H35.00
MONDO:0018460,ICD10CM:H35.00H35.00
MONDO:0019516,ICD10CM:H35.00H35.00
MONDO:0010269,ICD10CM:H35.012H35.012
MONDO:0012815,ICD10CM:H35.012H35.012
MONDO:0016205,ICD10CM:H35.012H35.012
MONDO:0018460,ICD10CM:H35.012H35.012
MONDO:0019516,ICD10CM:H35.012H35.012
MONDO:0010269,ICD10CM:H35.021H35.021
MONDO:0012815,ICD10CM:H35.021H35.021
MONDO:0016205,ICD10CM:H35.021H35.021
MONDO:0018460,ICD10CM:H35.021H35.021
MONDO:0019516,ICD10CM:H35.021H35.021
MONDO:0010269,ICD10CM:H35.029H35.029
MONDO:0012815,ICD10CM:H35.029H35.029
MONDO:0016205,ICD10CM:H35.029H35.029
MONDO:0018460,ICD10CM:H35.029H35.029
MONDO:0019516,ICD10CM:H35.029H35.029
MONDO:0006797,ICD10CM:H35.031H35.031
MONDO:0010269,ICD10CM:H35.031H35.031
MONDO:0012815,ICD10CM:H35.031H35.031
MONDO:0016205,ICD10CM:H35.031H35.031
MONDO:0018460,ICD10CM:H35.031H35.031
MONDO:0019516,ICD10CM:H35.031H35.031
MONDO:0006797,ICD10CM:H35.032H35.032
MONDO:0010269,ICD10CM:H35.032H35.032
MONDO:0012815,ICD10CM:H35.032H35.032
MONDO:0016205,ICD10CM:H35.032H35.032
MONDO:0018460,ICD10CM:H35.032H35.032
MONDO:0019516,ICD10CM:H35.032H35.032
MONDO:0006797,ICD10CM:H35.033H35.033
MONDO:0010269,ICD10CM:H35.033H35.033
MONDO:0012815,ICD10CM:H35.033H35.033
MONDO:0016205,ICD10CM:H35.033H35.033
MONDO:0018460,ICD10CM:H35.033H35.033
MONDO:0019516,ICD10CM:H35.033H35.033
MONDO:0006797,ICD10CM:H35.039H35.039
MONDO:0010269,ICD10CM:H35.039H35.039
MONDO:0012815,ICD10CM:H35.039H35.039
MONDO:0016205,ICD10CM:H35.039H35.039
MONDO:0018460,ICD10CM:H35.039H35.039
MONDO:0019516,ICD10CM:H35.039H35.039
MONDO:0010269,ICD10CM:H35.041H35.041
MONDO:0012815,ICD10CM:H35.041H35.041
MONDO:0016205,ICD10CM:H35.041H35.041
MONDO:0018460,ICD10CM:H35.041H35.041
MONDO:0019516,ICD10CM:H35.041H35.041
MONDO:0010269,ICD10CM:H35.042H35.042
MONDO:0012815,ICD10CM:H35.042H35.042
MONDO:0016205,ICD10CM:H35.042H35.042
MONDO:0018460,ICD10CM:H35.042H35.042
MONDO:0019516,ICD10CM:H35.042H35.042
MONDO:0010269,ICD10CM:H35.043H35.043
MONDO:0012815,ICD10CM:H35.043H35.043
MONDO:0016205,ICD10CM:H35.043H35.043
MONDO:0018460,ICD10CM:H35.043H35.043
MONDO:0019516,ICD10CM:H35.043H35.043
MONDO:0010269,ICD10CM:H35.049H35.049
MONDO:0012815,ICD10CM:H35.049H35.049
MONDO:0016205,ICD10CM:H35.049H35.049
MONDO:0018460,ICD10CM:H35.049H35.049
MONDO:0019516,ICD10CM:H35.049H35.049
MONDO:0010269,ICD10CM:H35.051H35.051
MONDO:0012815,ICD10CM:H35.051H35.051
MONDO:0016205,ICD10CM:H35.051H35.051
MONDO:0018460,ICD10CM:H35.051H35.051
MONDO:0019516,ICD10CM:H35.051H35.051
MONDO:0010269,ICD10CM:H35.052H35.052
MONDO:0012815,ICD10CM:H35.052H35.052
MONDO:0016205,ICD10CM:H35.052H35.052
MONDO:0018460,ICD10CM:H35.052H35.052
MONDO:0019516,ICD10CM:H35.052H35.052
MONDO:0010269,ICD10CM:H35.053H35.053
MONDO:0012815,ICD10CM:H35.053H35.053
MONDO:0016205,ICD10CM:H35.053H35.053
MONDO:0018460,ICD10CM:H35.053H35.053
MONDO:0019516,ICD10CM:H35.053H35.053
MONDO:0010269,ICD10CM:H35.059H35.059
MONDO:0012815,ICD10CM:H35.059H35.059
MONDO:0016205,ICD10CM:H35.059H35.059
MONDO:0018460,ICD10CM:H35.059H35.059
MONDO:0019516,ICD10CM:H35.059H35.059
MONDO:0004625,ICD10CM:H35.061H35.061
MONDO:0006950,ICD10CM:H35.061H35.061
MONDO:0010269,ICD10CM:H35.061H35.061
MONDO:0012815,ICD10CM:H35.061H35.061
MONDO:0016047,ICD10CM:H35.061H35.061
MONDO:0016205,ICD10CM:H35.061H35.061
MONDO:0018460,ICD10CM:H35.061H35.061
MONDO:0019516,ICD10CM:H35.061H35.061
MONDO:0004625,ICD10CM:H35.063H35.063
MONDO:0006950,ICD10CM:H35.063H35.063
MONDO:0010269,ICD10CM:H35.063H35.063
MONDO:0012815,ICD10CM:H35.063H35.063
MONDO:0016047,ICD10CM:H35.063H35.063
MONDO:0016205,ICD10CM:H35.063H35.063
MONDO:0018460,ICD10CM:H35.063H35.063
MONDO:0019516,ICD10CM:H35.063H35.063
MONDO:0004625,ICD10CM:H35.069H35.069
MONDO:0006950,ICD10CM:H35.069H35.069
MONDO:0010269,ICD10CM:H35.069H35.069
MONDO:0012815,ICD10CM:H35.069H35.069
MONDO:0016047,ICD10CM:H35.069H35.069
MONDO:0016205,ICD10CM:H35.069H35.069
MONDO:0018460,ICD10CM:H35.069H35.069
MONDO:0019516,ICD10CM:H35.069H35.069
MONDO:0010269,ICD10CM:H35.071H35.071
MONDO:0012815,ICD10CM:H35.071H35.071
MONDO:0016205,ICD10CM:H35.071H35.071
MONDO:0018460,ICD10CM:H35.071H35.071
MONDO:0019516,ICD10CM:H35.071H35.071
MONDO:0010269,ICD10CM:H35.072H35.072
MONDO:0012815,ICD10CM:H35.072H35.072
MONDO:0016205,ICD10CM:H35.072H35.072
MONDO:0018460,ICD10CM:H35.072H35.072
MONDO:0019516,ICD10CM:H35.072H35.072
MONDO:0010269,ICD10CM:H35.073H35.073
MONDO:0012815,ICD10CM:H35.073H35.073
MONDO:0016205,ICD10CM:H35.073H35.073
MONDO:0018460,ICD10CM:H35.073H35.073
MONDO:0019516,ICD10CM:H35.073H35.073
MONDO:0010269,ICD10CM:H35.079H35.079
MONDO:0012815,ICD10CM:H35.079H35.079
MONDO:0016205,ICD10CM:H35.079H35.079
MONDO:0018460,ICD10CM:H35.079H35.079
MONDO:0019516,ICD10CM:H35.079H35.079
MONDO:0010269,ICD10CM:H35.09H35.09
MONDO:0012815,ICD10CM:H35.09H35.09
MONDO:0016205,ICD10CM:H35.09H35.09
MONDO:0018460,ICD10CM:H35.09H35.09
MONDO:0019516,ICD10CM:H35.09H35.09
MONDO:0006952,ICD10CM:H35.103H35.103
MONDO:0008664,ICD10CM:H35.20H35.20
MONDO:0008664,ICD10CM:H35.21H35.21
MONDO:0004884,ICD10CM:H35.30H35.30
MONDO:0005150,ICD10CM:H35.30H35.30
MONDO:0015807,ICD10CM:H35.30H35.30
MONDO:0017204,ICD10CM:H35.30H35.30
MONDO:0004884,ICD10CM:H35.3110H35.3110
MONDO:0005150,ICD10CM:H35.3110H35.3110
MONDO:0015807,ICD10CM:H35.3110H35.3110
MONDO:0017204,ICD10CM:H35.3110H35.3110
MONDO:0004884,ICD10CM:H35.3111H35.3111
MONDO:0005150,ICD10CM:H35.3111H35.3111
MONDO:0015807,ICD10CM:H35.3111H35.3111
MONDO:0017204,ICD10CM:H35.3111H35.3111
MONDO:0004884,ICD10CM:H35.3112H35.3112
MONDO:0005150,ICD10CM:H35.3112H35.3112
MONDO:0015807,ICD10CM:H35.3112H35.3112
MONDO:0017204,ICD10CM:H35.3112H35.3112
MONDO:0004884,ICD10CM:H35.3120H35.3120
MONDO:0005150,ICD10CM:H35.3120H35.3120
MONDO:0015807,ICD10CM:H35.3120H35.3120
MONDO:0017204,ICD10CM:H35.3120H35.3120
MONDO:0004884,ICD10CM:H35.3130H35.3130
MONDO:0005150,ICD10CM:H35.3130H35.3130
MONDO:0015807,ICD10CM:H35.3130H35.3130
MONDO:0017204,ICD10CM:H35.3130H35.3130
MONDO:0004884,ICD10CM:H35.3131H35.3131
MONDO:0005150,ICD10CM:H35.3131H35.3131
MONDO:0015807,ICD10CM:H35.3131H35.3131
MONDO:0017204,ICD10CM:H35.3131H35.3131
MONDO:0004884,ICD10CM:H35.3132H35.3132
MONDO:0005150,ICD10CM:H35.3132H35.3132
MONDO:0015807,ICD10CM:H35.3132H35.3132
MONDO:0017204,ICD10CM:H35.3132H35.3132
MONDO:0004884,ICD10CM:H35.3134H35.3134
MONDO:0005150,ICD10CM:H35.3134H35.3134
MONDO:0015807,ICD10CM:H35.3134H35.3134
MONDO:0017204,ICD10CM:H35.3134H35.3134
MONDO:0004884,ICD10CM:H35.3190H35.3190
MONDO:0005150,ICD10CM:H35.3190H35.3190
MONDO:0015807,ICD10CM:H35.3190H35.3190
MONDO:0017204,ICD10CM:H35.3190H35.3190
MONDO:0004884,ICD10CM:H35.31H35.31
MONDO:0005150,ICD10CM:H35.31H35.31
MONDO:0015807,ICD10CM:H35.31H35.31
MONDO:0017204,ICD10CM:H35.31H35.31
MONDO:0004884,ICD10CM:H35.3210H35.3210
MONDO:0005417,ICD10CM:H35.3210H35.3210
MONDO:0015807,ICD10CM:H35.3210H35.3210
MONDO:0017204,ICD10CM:H35.3210H35.3210
MONDO:0004884,ICD10CM:H35.3211H35.3211
MONDO:0005417,ICD10CM:H35.3211H35.3211
MONDO:0015807,ICD10CM:H35.3211H35.3211
MONDO:0017204,ICD10CM:H35.3211H35.3211
MONDO:0004884,ICD10CM:H35.3220H35.3220
MONDO:0005417,ICD10CM:H35.3220H35.3220
MONDO:0015807,ICD10CM:H35.3220H35.3220
MONDO:0017204,ICD10CM:H35.3220H35.3220
MONDO:0004884,ICD10CM:H35.3221H35.3221
MONDO:0005417,ICD10CM:H35.3221H35.3221
MONDO:0015807,ICD10CM:H35.3221H35.3221
MONDO:0017204,ICD10CM:H35.3221H35.3221
MONDO:0004884,ICD10CM:H35.3222H35.3222
MONDO:0005417,ICD10CM:H35.3222H35.3222
MONDO:0015807,ICD10CM:H35.3222H35.3222
MONDO:0017204,ICD10CM:H35.3222H35.3222
MONDO:0004884,ICD10CM:H35.3230H35.3230
MONDO:0005417,ICD10CM:H35.3230H35.3230
MONDO:0015807,ICD10CM:H35.3230H35.3230
MONDO:0017204,ICD10CM:H35.3230H35.3230
MONDO:0004884,ICD10CM:H35.3231H35.3231
MONDO:0005417,ICD10CM:H35.3231H35.3231
MONDO:0015807,ICD10CM:H35.3231H35.3231
MONDO:0017204,ICD10CM:H35.3231H35.3231
MONDO:0004884,ICD10CM:H35.3232H35.3232
MONDO:0005417,ICD10CM:H35.3232H35.3232
MONDO:0015807,ICD10CM:H35.3232H35.3232
MONDO:0017204,ICD10CM:H35.3232H35.3232
MONDO:0004884,ICD10CM:H35.3290H35.3290
MONDO:0005417,ICD10CM:H35.3290H35.3290
MONDO:0015807,ICD10CM:H35.3290H35.3290
MONDO:0017204,ICD10CM:H35.3290H35.3290
MONDO:0004884,ICD10CM:H35.3291H35.3291
MONDO:0005417,ICD10CM:H35.3291H35.3291
MONDO:0015807,ICD10CM:H35.3291H35.3291
MONDO:0017204,ICD10CM:H35.3291H35.3291
MONDO:0002175,ICD10CM:H35.33H35.33
MONDO:0004884,ICD10CM:H35.33H35.33
MONDO:0015807,ICD10CM:H35.33H35.33
MONDO:0017204,ICD10CM:H35.33H35.33
MONDO:0001663,ICD10CM:H35.341H35.341
MONDO:0004884,ICD10CM:H35.341H35.341
MONDO:0015807,ICD10CM:H35.341H35.341
MONDO:0017204,ICD10CM:H35.341H35.341
MONDO:0001663,ICD10CM:H35.342H35.342
MONDO:0004884,ICD10CM:H35.342H35.342
MONDO:0015807,ICD10CM:H35.342H35.342
MONDO:0017204,ICD10CM:H35.342H35.342
MONDO:0001663,ICD10CM:H35.343H35.343
MONDO:0004884,ICD10CM:H35.343H35.343
MONDO:0015807,ICD10CM:H35.343H35.343
MONDO:0017204,ICD10CM:H35.343H35.343
MONDO:0001663,ICD10CM:H35.349H35.349
MONDO:0004884,ICD10CM:H35.349H35.349
MONDO:0015807,ICD10CM:H35.349H35.349
MONDO:0017204,ICD10CM:H35.349H35.349
MONDO:0001919,ICD10CM:H35.351H35.351
MONDO:0004884,ICD10CM:H35.351H35.351
MONDO:0015807,ICD10CM:H35.351H35.351
MONDO:0017204,ICD10CM:H35.351H35.351
MONDO:0001919,ICD10CM:H35.352H35.352
MONDO:0004884,ICD10CM:H35.352H35.352
MONDO:0015807,ICD10CM:H35.352H35.352
MONDO:0017204,ICD10CM:H35.352H35.352
MONDO:0001919,ICD10CM:H35.353H35.353
MONDO:0004884,ICD10CM:H35.353H35.353
MONDO:0015807,ICD10CM:H35.353H35.353
MONDO:0017204,ICD10CM:H35.353H35.353
MONDO:0001919,ICD10CM:H35.359H35.359
MONDO:0004884,ICD10CM:H35.359H35.359
MONDO:0015807,ICD10CM:H35.359H35.359
